model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
HZI-AgeExtendedSEIR,DE,Cases,2021-05-17,1,3065.76347826087,0,1189.08695652174,1876.67652173913,-0.6,0,1,3365,2021-05-22
IEM_Health-CovidProject,DE,Cases,2021-05-17,1,11731.0013043478,7027.4347826087,0,4703.56652173913,0.8,0,1,21329,2021-05-22
ILM-EKF,DE,Cases,2021-05-17,1,4961.36521739131,0,2789.17391304348,2172.19130434783,-0.7,0,1,9591,2021-05-22
ITWW-county_repro,DE,Cases,2021-05-17,1,694.679565217391,111.347826086957,0,583.331739130435,0.3,1,1,937,2021-05-22
Karlen-pypm,DE,Cases,2021-05-17,1,2806.48217391304,966.608695652174,0,1839.87347826087,0.5,1,1,4908,2021-05-22
MIT_CovidAnalytics-DELPHI,DE,Cases,2021-05-17,1,4818.45391304348,0,1386.86956521739,3431.58434782609,-0.4,1,1,8074,2021-05-22
MUNI-ARIMA,DE,Cases,2021-05-17,1,9110.40826086956,0,7935.95652173913,1174.45173913043,-0.98,0,0,13609,2021-05-22
RobertWalraven-ESG,DE,Cases,2021-05-17,1,2521.35782608696,0,226.391304347826,2294.96652173913,-0.2,1,1,2637,2021-05-22
UMass-SemiMech,DE,Cases,2021-05-17,1,5939.87,768.521739130435,0,5171.34826086957,0.3,1,1,7088,2021-05-22
UNIPV-BayesINGARCHX,DE,Cases,2021-05-17,1,6863.33391304348,0,5503.08695652174,1360.24695652174,-1,0,0,10615,2021-05-22
epiforecasts-EpiExpert,DE,Cases,2021-05-17,1,5517.40260869565,0,3780.4347826087,1736.96782608696,-0.8,0,1,10224,2021-05-22
epiforecasts-EpiExpert_direct,DE,Cases,2021-05-17,1,5517.40260869565,0,3780.4347826087,1736.96782608696,-0.8,0,1,10224,2021-05-22
epiforecasts-EpiNow2,DE,Cases,2021-05-17,1,8177.08260869565,2228.69565217391,0,5948.38695652174,0.4,1,1,13162,2021-05-22
itwm-dSEIR,DE,Cases,2021-05-17,1,790.64,0,43.1739130434783,747.466086956522,-0.2,1,1,625,2021-05-22
EuroCOVIDhub-baseline,DE,Cases,2021-05-17,2,19379.0391304348,15873.1739130435,0,3505.8652173913,0.9,0,1,31933,2021-05-29
FIAS_FZJ-Epi1Ger,DE,Cases,2021-05-17,2,1613.85869565217,429.95652173913,0,1183.90217391304,0.4,1,1,2431,2021-05-29
HZI-AgeExtendedSEIR,DE,Cases,2021-05-17,2,5554.33347826087,3020.30434782609,0,2534.02913043478,0.8,0,1,7361,2021-05-29
IEM_Health-CovidProject,DE,Cases,2021-05-17,2,27365.9456521739,21748.9130434783,0,5617.03260869565,0.98,0,0,41969,2021-05-29
ILM-EKF,DE,Cases,2021-05-17,2,3094.4447826087,0,21.8260869565217,3072.61869565217,-0.1,1,1,502,2021-05-29
ITWW-county_repro,DE,Cases,2021-05-17,2,8202.49826086956,7176.26086956522,0,1026.23739130435,1,0,0,11398,2021-05-29
Karlen-pypm,DE,Cases,2021-05-17,2,7314.15565217391,5701.60869565217,0,1612.54695652174,0.95,0,0,11897,2021-05-29
MIT_CovidAnalytics-DELPHI,DE,Cases,2021-05-17,2,5090.76869565217,0,338.478260869565,4752.29043478261,-0.2,1,1,4503,2021-05-29
MUNI-ARIMA,DE,Cases,2021-05-17,2,3881.90869565217,0,1427.04347826087,2454.8652173913,-0.5,1,1,6888,2021-05-29
RobertWalraven-ESG,DE,Cases,2021-05-17,2,3379.09217391304,510.347826086957,0,2868.74434782609,0.3,1,1,4386,2021-05-29
UMass-SemiMech,DE,Cases,2021-05-17,2,11363.782173913,6139.82608695652,0,5223.95608695652,0.7,0,1,19724,2021-05-29
UNIPV-BayesINGARCHX,DE,Cases,2021-05-17,2,2866.9352173913,203.04347826087,0,2663.89173913044,0.2,1,1,2620,2021-05-29
epiforecasts-EpiExpert,DE,Cases,2021-05-17,2,1895.2752173913,0,161.826086956522,1733.44913043478,-0.2,1,1,1926,2021-05-29
epiforecasts-EpiExpert_direct,DE,Cases,2021-05-17,2,1895.2752173913,0,161.826086956522,1733.44913043478,-0.2,1,1,1926,2021-05-29
epiforecasts-EpiNow2,DE,Cases,2021-05-17,2,14198.937826087,7346.60869565217,0,6852.32913043478,0.7,0,1,25532,2021-05-29
itwm-dSEIR,DE,Cases,2021-05-17,2,4426.11869565217,3005.13043478261,0,1420.98826086957,0.8,0,1,8024,2021-05-29
EuroCOVIDhub-baseline,DE,Cases,2021-05-17,3,25798.9943478261,20984.5217391304,0,4814.47260869565,0.9,0,1,42354,2021-06-05
FIAS_FZJ-Epi1Ger,DE,Cases,2021-05-17,3,1332.71652173913,219.217391304348,0,1113.49913043478,0.3,1,1,1676,2021-06-05
HZI-AgeExtendedSEIR,DE,Cases,2021-05-17,3,6509.17826086957,3269,0,3240.17826086957,0.7,0,1,8869,2021-06-05
IEM_Health-CovidProject,DE,Cases,2021-05-17,3,35977.812173913,29109.4347826087,0,6868.37739130435,1,0,0,52103,2021-06-05
ILM-EKF,DE,Cases,2021-05-17,3,3372.74695652174,0,19.9130434782609,3352.83391304348,-0.1,1,1,458,2021-06-05
ITWW-county_repro,DE,Cases,2021-05-17,3,9375.90391304348,8071.4347826087,0,1304.46913043478,1,0,0,13281,2021-06-05
Karlen-pypm,DE,Cases,2021-05-17,3,5258.30391304348,3822.95652173913,0,1435.34739130435,0.9,0,1,8928,2021-06-05
MIT_CovidAnalytics-DELPHI,DE,Cases,2021-05-17,3,5779.70956521739,0,670.695652173913,5109.01391304348,-0.3,1,1,7314,2021-06-05
MUNI-ARIMA,DE,Cases,2021-05-17,3,4707.89608695652,0,1745.21739130435,2962.67869565217,-0.5,1,1,8706,2021-06-05
RobertWalraven-ESG,DE,Cases,2021-05-17,3,3521.59391304348,112.739130434783,0,3408.8547826087,0.2,1,1,2215,2021-06-05
UMass-SemiMech,DE,Cases,2021-05-17,3,12085.7030434783,6728,0,5357.70304347826,0.8,0,1,20808,2021-06-05
UNIPV-BayesINGARCHX,DE,Cases,2021-05-17,3,4061.63391304348,849.782608695652,0,3211.85130434783,0.3,1,1,6103,2021-06-05
epiforecasts-EpiExpert,DE,Cases,2021-05-17,3,1929.60173913043,47.0869565217391,0,1882.5147826087,0.2,1,1,1069,2021-06-05
epiforecasts-EpiExpert_direct,DE,Cases,2021-05-17,3,1929.60173913043,47.0869565217391,0,1882.5147826087,0.2,1,1,1069,2021-06-05
epiforecasts-EpiNow2,DE,Cases,2021-05-17,3,14824.9443478261,7385.08695652174,0,7439.85739130435,0.7,0,1,25799,2021-06-05
itwm-dSEIR,DE,Cases,2021-05-17,3,3818.61956521739,1645.86956521739,0,2172.75,0.6,0,1,7081,2021-06-05
EuroCOVIDhub-baseline,DE,Cases,2021-05-17,4,30177.1743478261,24322.6956521739,0,5854.47869565217,0.95,0,0,49432,2021-06-12
FIAS_FZJ-Epi1Ger,DE,Cases,2021-05-17,4,1104.44826086957,128.521739130435,0,975.926521739131,0.3,1,1,1206,2021-06-12
HZI-AgeExtendedSEIR,DE,Cases,2021-05-17,4,6447.66130434783,3216.95652173913,0,3230.7047826087,0.7,0,1,8610,2021-06-12
IEM_Health-CovidProject,DE,Cases,2021-05-17,4,43369.9165217391,34317,0,9052.91652173913,1,0,0,60593,2021-06-12
ILM-EKF,DE,Cases,2021-05-17,4,3281.8847826087,0,19.695652173913,3262.18913043478,-0.1,1,1,453,2021-06-12
ITWW-county_repro,DE,Cases,2021-05-17,4,10734.8573913043,9220.60869565217,0,1514.24869565217,1,0,0,15006,2021-06-12
Karlen-pypm,DE,Cases,2021-05-17,4,3398.35869565217,2273.4347826087,0,1124.92391304348,0.9,0,1,5899,2021-06-12
MIT_CovidAnalytics-DELPHI,DE,Cases,2021-05-17,4,5493.07086956522,0,662.391304347826,4830.67956521739,-0.2,1,1,7777,2021-06-12
MUNI-ARIMA,DE,Cases,2021-05-17,4,5232.50086956522,0,2482.60869565217,2749.89217391304,-0.5,1,1,10650,2021-06-12
RobertWalraven-ESG,DE,Cases,2021-05-17,4,3790.69782608696,23.9565217391304,0,3766.74130434783,0.1,1,1,551,2021-06-12
UMass-SemiMech,DE,Cases,2021-05-17,4,12205.8565217391,6642.5652173913,0,5563.29130434783,0.9,0,1,20345,2021-06-12
UNIPV-BayesINGARCHX,DE,Cases,2021-05-17,4,5066.53521739131,1628.95652173913,0,3437.57869565217,0.5,1,1,8600,2021-06-12
epiforecasts-EpiExpert,DE,Cases,2021-05-17,4,2760.1,602.391304347826,0,2157.70869565217,0.4,1,1,3951,2021-06-12
epiforecasts-EpiExpert_direct,DE,Cases,2021-05-17,4,2760.1,602.391304347826,0,2157.70869565217,0.4,1,1,3951,2021-06-12
epiforecasts-EpiNow2,DE,Cases,2021-05-17,4,14368.042173913,6362.86956521739,0,8005.17260869565,0.7,0,1,23082,2021-06-12
itwm-dSEIR,DE,Cases,2021-05-17,4,3786.72739130435,906.608695652174,0,2880.11869565217,0.4,1,1,5956,2021-06-12
EuroCOVIDhub-baseline,DE,Deaths,2021-05-17,1,53.2008695652174,8.69565217391304,0,44.5052173913044,0.4,1,1,38,2021-05-22
FIAS_FZJ-Epi1Ger,DE,Deaths,2021-05-17,1,192.981304347826,0,184.521739130435,8.45956521739131,-1,0,0,228,2021-05-22
HZI-AgeExtendedSEIR,DE,Deaths,2021-05-17,1,20.0095652173913,0,0.739130434782609,19.2704347826087,-0.3,1,1,9,2021-05-22
IEM_Health-CovidProject,DE,Deaths,2021-05-17,1,75.3352173913044,0.91304347826087,0,74.4221739130435,0.1,1,1,21,2021-05-22
ILM-EKF,DE,Deaths,2021-05-17,1,95.2117391304348,0,9.43478260869565,85.7769565217391,-0.3,1,1,105,2021-05-22
ITWW-county_repro,DE,Deaths,2021-05-17,1,194.177391304348,0,187.347826086957,6.82956521739131,-1,0,0,219,2021-05-22
Karlen-pypm,DE,Deaths,2021-05-17,1,98.4265217391304,73.8695652173913,0,24.5569565217391,0.9,0,1,167,2021-05-22
MIT_CovidAnalytics-DELPHI,DE,Deaths,2021-05-17,1,58.6913043478261,0,0.956521739130435,57.7347826086957,-0.1,1,1,22,2021-05-22
MUNI-ARIMA,DE,Deaths,2021-05-17,1,68.6865217391305,0.347826086956522,0,68.3386956521739,0.1,1,1,8,2021-05-22
RobertWalraven-ESG,DE,Deaths,2021-05-17,1,66.1804347826087,0,11.2608695652174,54.9195652173913,-0.3,1,1,91,2021-05-22
UMass-MechBayes,DE,Deaths,2021-05-17,1,137.626086956522,0,78.7826086956522,58.8434782608696,-0.7,0,1,274,2021-05-22
UMass-SemiMech,DE,Deaths,2021-05-17,1,153.65347826087,0,89.2608695652174,64.3926086956522,-0.7,0,1,305,2021-05-22
epiforecasts-EpiExpert,DE,Deaths,2021-05-17,1,72.4965217391305,0,52.1739130434783,20.3226086956522,-0.9,0,1,130,2021-05-22
epiforecasts-EpiExpert_direct,DE,Deaths,2021-05-17,1,72.4965217391305,0,52.1739130434783,20.3226086956522,-0.9,0,1,130,2021-05-22
epiforecasts-EpiNow2,DE,Deaths,2021-05-17,1,201.190869565217,0,147.173913043478,54.0169565217391,-0.8,0,1,375,2021-05-22
itwm-dSEIR,DE,Deaths,2021-05-17,1,21.785652173913,0,9.78260869565217,12.0030434782609,-0.6,0,1,41,2021-05-22
EuroCOVIDhub-baseline,DE,Deaths,2021-05-17,2,154.400434782609,66.6521739130435,0,87.7482608695652,0.5,1,1,259,2021-05-29
FIAS_FZJ-Epi1Ger,DE,Deaths,2021-05-17,2,248.992608695652,0,235.869565217391,13.1230434782609,-1,0,0,307,2021-05-29
HZI-AgeExtendedSEIR,DE,Deaths,2021-05-17,2,48.4921739130435,26.304347826087,0,22.1878260869565,0.6,0,1,79,2021-05-29
IEM_Health-CovidProject,DE,Deaths,2021-05-17,2,141.82347826087,41.3478260869565,0,100.475652173913,0.5,1,1,233,2021-05-29
ILM-EKF,DE,Deaths,2021-05-17,2,102.662173913043,0,9.95652173913044,92.705652173913,-0.2,1,1,113,2021-05-29
ITWW-county_repro,DE,Deaths,2021-05-17,2,180.15,0,173.391304347826,6.75869565217391,-1,0,0,204,2021-05-29
Karlen-pypm,DE,Deaths,2021-05-17,2,119.554782608696,90.4347826086957,0,29.12,0.9,0,1,198,2021-05-29
MIT_CovidAnalytics-DELPHI,DE,Deaths,2021-05-17,2,84.6426086956522,3,0,81.6426086956522,0.2,1,1,55,2021-05-29
MUNI-ARIMA,DE,Deaths,2021-05-17,2,125.080869565217,25.6086956521739,0,99.4721739130435,0.4,1,1,183,2021-05-29
RobertWalraven-ESG,DE,Deaths,2021-05-17,2,69.81,1.17391304347826,0,68.6360869565217,0.1,1,1,27,2021-05-29
UMass-MechBayes,DE,Deaths,2021-05-17,2,133.15,0,83.6956521739131,49.454347826087,-0.7,0,1,261,2021-05-29
UMass-SemiMech,DE,Deaths,2021-05-17,2,131.699565217391,0,56.4347826086957,75.2647826086956,-0.5,1,1,252,2021-05-29
epiforecasts-EpiExpert,DE,Deaths,2021-05-17,2,58.1247826086957,0,29.9565217391304,28.1682608695652,-0.6,0,1,111,2021-05-29
epiforecasts-EpiExpert_direct,DE,Deaths,2021-05-17,2,58.1247826086957,0,29.9565217391304,28.1682608695652,-0.6,0,1,111,2021-05-29
epiforecasts-EpiNow2,DE,Deaths,2021-05-17,2,128.162173913044,0,57,71.1621739130435,-0.5,1,1,245,2021-05-29
itwm-dSEIR,DE,Deaths,2021-05-17,2,34.8156521739131,0,16.1304347826087,18.6852173913044,-0.6,0,1,65,2021-05-29
EuroCOVIDhub-baseline,DE,Deaths,2021-05-17,3,278.050434782609,158.565217391304,0,119.485217391304,0.7,0,1,513,2021-06-05
FIAS_FZJ-Epi1Ger,DE,Deaths,2021-05-17,3,208.255217391304,0,193.478260869565,14.7769565217391,-1,0,0,278,2021-06-05
HZI-AgeExtendedSEIR,DE,Deaths,2021-05-17,3,121.057826086957,88.6956521739131,0,32.3621739130435,0.7,0,1,212,2021-06-05
IEM_Health-CovidProject,DE,Deaths,2021-05-17,3,287.444347826087,159.304347826087,0,128.14,0.8,0,1,488,2021-06-05
ILM-EKF,DE,Deaths,2021-05-17,3,95.7691304347826,0,9.8695652173913,85.8995652173913,-0.3,1,1,107,2021-06-05
ITWW-county_repro,DE,Deaths,2021-05-17,3,105.478260869565,0,97.304347826087,8.17391304347826,-1,0,0,134,2021-06-05
Karlen-pypm,DE,Deaths,2021-05-17,3,137.989130434783,109.521739130435,0,28.4673913043478,0.95,0,0,221,2021-06-05
MIT_CovidAnalytics-DELPHI,DE,Deaths,2021-05-17,3,123.800869565217,23.8695652173913,0,99.9313043478261,0.3,1,1,181,2021-06-05
MUNI-ARIMA,DE,Deaths,2021-05-17,3,216.462608695652,84.9130434782609,0,131.549565217391,0.6,0,1,383,2021-06-05
RobertWalraven-ESG,DE,Deaths,2021-05-17,3,117.3,34.9130434782609,0,82.3869565217392,0.4,1,1,199,2021-06-05
UMass-MechBayes,DE,Deaths,2021-05-17,3,98.2986956521739,0,51.1304347826087,47.1682608695652,-0.6,0,1,202,2021-06-05
UMass-SemiMech,DE,Deaths,2021-05-17,3,98.8,0,20.3913043478261,78.4086956521739,-0.3,1,1,149,2021-06-05
epiforecasts-EpiExpert,DE,Deaths,2021-05-17,3,39.2482608695652,0,5.65217391304348,33.5960869565217,-0.3,1,1,50,2021-06-05
epiforecasts-EpiExpert_direct,DE,Deaths,2021-05-17,3,39.2482608695652,0,5.65217391304348,33.5960869565217,-0.3,1,1,50,2021-06-05
epiforecasts-EpiNow2,DE,Deaths,2021-05-17,3,98.1547826086957,0,2.52173913043478,95.6330434782609,-0.1,1,1,58,2021-06-05
itwm-dSEIR,DE,Deaths,2021-05-17,3,35.3121739130435,0,11.3478260869565,23.964347826087,-0.5,1,1,61,2021-06-05
EuroCOVIDhub-baseline,DE,Deaths,2021-05-17,4,346.251304347826,201.95652173913,0,144.294782608696,0.7,0,1,643,2021-06-12
FIAS_FZJ-Epi1Ger,DE,Deaths,2021-05-17,4,236.560434782609,0,222.260869565217,14.2995652173913,-1,0,0,308,2021-06-12
HZI-AgeExtendedSEIR,DE,Deaths,2021-05-17,4,139.04347826087,98.5217391304348,0,40.5217391304348,0.7,0,1,220,2021-06-12
IEM_Health-CovidProject,DE,Deaths,2021-05-17,4,404.548260869565,244.217391304348,0,160.330869565217,0.9,0,1,665,2021-06-12
ILM-EKF,DE,Deaths,2021-05-17,4,105.009565217391,0,37.2173913043478,67.7921739130435,-0.5,1,1,192,2021-06-12
ITWW-county_repro,DE,Deaths,2021-05-17,4,106.771739130435,0,96.0869565217391,10.6847826086957,-1,0,0,150,2021-06-12
Karlen-pypm,DE,Deaths,2021-05-17,4,67.5486956521739,41.1739130434783,0,26.3747826086957,0.8,0,1,121,2021-06-12
MIT_CovidAnalytics-DELPHI,DE,Deaths,2021-05-17,4,138.241304347826,23.695652173913,0,114.545652173913,0.3,1,1,191,2021-06-12
MUNI-ARIMA,DE,Deaths,2021-05-17,4,259.748695652174,94.4347826086957,0,165.313913043478,0.5,1,1,440,2021-06-12
RobertWalraven-ESG,DE,Deaths,2021-05-17,4,146.442173913043,50.4347826086957,0,96.0073913043478,0.5,1,1,258,2021-06-12
UMass-MechBayes,DE,Deaths,2021-05-17,4,108.924347826087,0,65.1304347826087,43.7939130434783,-0.6,0,1,210,2021-06-12
UMass-SemiMech,DE,Deaths,2021-05-17,4,96.8582608695652,0,11.8260869565217,85.0321739130435,-0.3,1,1,108,2021-06-12
epiforecasts-EpiExpert,DE,Deaths,2021-05-17,4,42.7260869565217,0,5.39130434782609,37.3347826086957,-0.3,1,1,52,2021-06-12
epiforecasts-EpiExpert_direct,DE,Deaths,2021-05-17,4,42.7260869565217,0,5.39130434782609,37.3347826086957,-0.3,1,1,52,2021-06-12
epiforecasts-EpiNow2,DE,Deaths,2021-05-17,4,108.024347826087,0,3.04347826086957,104.980869565217,-0.2,1,1,64,2021-06-12
itwm-dSEIR,DE,Deaths,2021-05-17,4,70.5426086956522,0,41.9130434782609,28.6295652173913,-0.7,0,1,132,2021-06-12
EuroCOVIDhub-baseline,FR,Cases,2021-05-17,1,339978.740434783,336386.043478261,0,3592.69695652174,1,0,0,366319,2021-05-22
IEM_Health-CovidProject,FR,Cases,2021-05-17,1,355295.3,349954.173913044,0,5341.12608695652,1,0,0,371194,2021-05-22
ILM-EKF,FR,Cases,2021-05-17,1,339809.222608696,336289.869565217,0,3519.35304347826,1,0,0,349855,2021-05-22
MUNI-ARIMA,FR,Cases,2021-05-17,1,354797.123478261,351290.869565217,0,3506.25391304348,1,0,0,365868,2021-05-22
RobertWalraven-ESG,FR,Cases,2021-05-17,1,335727.441304348,332299.130434783,0,3428.31086956522,1,0,0,347772,2021-05-22
UMass-SemiMech,FR,Cases,2021-05-17,1,341994.733043478,332096.913043478,0,9897.82,1,0,0,365441,2021-05-22
UNIPV-BayesINGARCHX,FR,Cases,2021-05-17,1,323877.751304348,320093.260869565,0,3784.49043478261,1,0,0,334739,2021-05-22
epiforecasts-EpiNow2,FR,Cases,2021-05-17,1,341382.019130435,330724.173913044,0,10657.8452173913,1,0,0,363200,2021-05-22
EuroCOVIDhub-baseline,FR,Cases,2021-05-17,2,18665.1586956522,11170.2173913043,0,7494.94130434783,0.7,0,1,32131,2021-05-29
IEM_Health-CovidProject,FR,Cases,2021-05-17,2,17444.5113043478,11196.2608695652,0,6248.25043478261,0.8,0,1,30196,2021-05-29
ILM-EKF,FR,Cases,2021-05-17,2,6003.70304347826,0,186.347826086957,5817.35521739131,-0.2,1,1,3704,2021-05-29
MUNI-ARIMA,FR,Cases,2021-05-17,2,17873.6765217391,10742.7826086957,0,7130.89391304348,0.8,0,1,32494,2021-05-29
RobertWalraven-ESG,FR,Cases,2021-05-17,2,5321.35565217391,0,1036,4285.35565217391,-0.4,1,1,7792,2021-05-29
UMass-SemiMech,FR,Cases,2021-05-17,2,10642.3852173913,1496.30434782609,0,9146.08086956522,0.3,1,1,12549,2021-05-29
UNIPV-BayesINGARCHX,FR,Cases,2021-05-17,2,11719.6208695652,0,9173.65217391304,2545.96869565217,-0.8,0,1,20770,2021-05-29
epiforecasts-EpiNow2,FR,Cases,2021-05-17,2,12216.5891304348,923.869565217391,0,11292.7195652174,0.2,1,1,10795,2021-05-29
EuroCOVIDhub-baseline,FR,Cases,2021-05-17,3,25602.2943478261,14916.9130434783,0,10685.3813043478,0.7,0,1,45949,2021-06-05
IEM_Health-CovidProject,FR,Cases,2021-05-17,3,25512.9869565217,17911.1739130435,0,7601.81304347826,0.9,0,1,43077,2021-06-05
ILM-EKF,FR,Cases,2021-05-17,3,7407.53913043478,0,144.521739130435,7263.01739130435,-0.1,1,1,3324,2021-06-05
MUNI-ARIMA,FR,Cases,2021-05-17,3,26896.2882608696,17109.9565217391,0,9786.33173913043,0.8,0,1,47499,2021-06-05
RobertWalraven-ESG,FR,Cases,2021-05-17,3,6605.6147826087,0,1511.47826086957,5094.13652173913,-0.4,1,1,10232,2021-06-05
UMass-SemiMech,FR,Cases,2021-05-17,3,9420.49608695652,820.739130434783,0,8599.75695652174,0.3,1,1,9503,2021-06-05
UNIPV-BayesINGARCHX,FR,Cases,2021-05-17,3,11585.3234782609,0,9800.82608695652,1784.49739130435,-0.9,0,1,19661,2021-06-05
epiforecasts-EpiNow2,FR,Cases,2021-05-17,3,12712.8395652174,909.782608695652,0,11803.0569565217,0.2,1,1,10629,2021-06-05
EuroCOVIDhub-baseline,FR,Cases,2021-05-17,4,35954.0673913043,22581.2173913044,0,13372.85,0.7,0,1,65892,2021-06-12
IEM_Health-CovidProject,FR,Cases,2021-05-17,4,42530.197826087,32638.4347826087,0,9891.76304347826,1,0,0,63744,2021-06-12
ILM-EKF,FR,Cases,2021-05-17,4,8968.4847826087,629.173913043478,0,8339.31086956522,0.2,1,1,7479,2021-06-12
MUNI-ARIMA,FR,Cases,2021-05-17,4,41241.6782608696,29364.7391304348,0,11876.9391304348,0.9,0,1,68905,2021-06-12
RobertWalraven-ESG,FR,Cases,2021-05-17,4,5763.18956521739,0,95.5217391304348,5667.66782608696,-0.1,1,1,2197,2021-06-12
UMass-SemiMech,FR,Cases,2021-05-17,4,12343.7017391304,4337.47826086957,0,8006.22347826087,0.6,0,1,19244,2021-06-12
UNIPV-BayesINGARCHX,FR,Cases,2021-05-17,4,4142.71217391304,0,2844.91304347826,1297.79913043478,-0.7,0,1,7639,2021-06-12
epiforecasts-EpiNow2,FR,Cases,2021-05-17,4,14903.1704347826,3169.4347826087,0,11733.7356521739,0.4,1,1,19479,2021-06-12
EuroCOVIDhub-baseline,FR,Deaths,2021-05-17,1,160.275652173913,97.8260869565217,0,62.4495652173913,0.7,0,1,266,2021-05-22
IEM_Health-CovidProject,FR,Deaths,2021-05-17,1,121.309130434783,67.2608695652174,0,54.0482608695652,0.7,0,1,227,2021-05-22
ILM-EKF,FR,Deaths,2021-05-17,1,84.5252173913044,3.04347826086957,0,81.4817391304348,0.2,1,1,54,2021-05-22
MUNI-ARIMA,FR,Deaths,2021-05-17,1,50.194347826087,13.0869565217391,0,37.1073913043478,0.4,1,1,77,2021-05-22
RobertWalraven-ESG,FR,Deaths,2021-05-17,1,100.958695652174,20.2173913043478,0,80.7413043478261,0.4,1,1,149,2021-05-22
UMass-MechBayes,FR,Deaths,2021-05-17,1,66.844347826087,0.521739130434783,0,66.3226086956522,0.1,1,1,12,2021-05-22
UMass-SemiMech,FR,Deaths,2021-05-17,1,81.15,0,7.86956521739131,73.2804347826087,-0.2,1,1,89,2021-05-22
epiforecasts-EpiNow2,FR,Deaths,2021-05-17,1,28.0330434782609,0.0869565217391304,0,27.9460869565217,0.1,1,1,2,2021-05-22
EuroCOVIDhub-baseline,FR,Deaths,2021-05-17,2,244.711304347826,124.173913043478,0,120.537391304348,0.6,0,1,432,2021-05-29
IEM_Health-CovidProject,FR,Deaths,2021-05-17,2,160.558260869565,94.1304347826087,0,66.4278260869565,0.8,0,1,283,2021-05-29
ILM-EKF,FR,Deaths,2021-05-17,2,76.1895652173913,0,0.130434782608696,76.0591304347826,-0.1,1,1,3,2021-05-29
MUNI-ARIMA,FR,Deaths,2021-05-17,2,80.0186956521739,8.52173913043478,0,71.4969565217391,0.3,1,1,86,2021-05-29
RobertWalraven-ESG,FR,Deaths,2021-05-17,2,108.65652173913,7.91304347826087,0,100.74347826087,0.2,1,1,100,2021-05-29
UMass-MechBayes,FR,Deaths,2021-05-17,2,60.4286956521739,0,0.956521739130435,59.4721739130435,-0.1,1,1,22,2021-05-29
UMass-SemiMech,FR,Deaths,2021-05-17,2,84.9678260869565,0,5.26086956521739,79.7069565217391,-0.2,1,1,69,2021-05-29
epiforecasts-EpiNow2,FR,Deaths,2021-05-17,2,81.2939130434783,0.130434782608696,0,81.1634782608696,0.1,1,1,3,2021-05-29
EuroCOVIDhub-baseline,FR,Deaths,2021-05-17,3,348.778260869565,185.217391304348,0,163.560869565217,0.6,0,1,642,2021-06-05
IEM_Health-CovidProject,FR,Deaths,2021-05-17,3,267.992173913044,187.347826086957,0,80.644347826087,0.9,0,1,441,2021-06-05
ILM-EKF,FR,Deaths,2021-05-17,3,69.6352173913043,1.04347826086957,0,68.5917391304348,0.1,1,1,24,2021-06-05
MUNI-ARIMA,FR,Deaths,2021-05-17,3,122.073043478261,27,0,95.0730434782609,0.4,1,1,185,2021-06-05
RobertWalraven-ESG,FR,Deaths,2021-05-17,3,128.264782608696,9.65217391304348,0,118.612608695652,0.2,1,1,122,2021-06-05
UMass-MechBayes,FR,Deaths,2021-05-17,3,48.0239130434783,0,0,48.0239130434783,0,1,1,0,2021-06-05
UMass-SemiMech,FR,Deaths,2021-05-17,3,73.114347826087,0,0.434782608695652,72.6795652173913,-0.1,1,1,10,2021-06-05
epiforecasts-EpiNow2,FR,Deaths,2021-05-17,3,119.33,6.21739130434783,0,113.112608695652,0.2,1,1,83,2021-06-05
EuroCOVIDhub-baseline,FR,Deaths,2021-05-17,4,460.751739130435,262.652173913044,0,198.099565217391,0.7,0,1,857,2021-06-12
IEM_Health-CovidProject,FR,Deaths,2021-05-17,4,429.341304347826,329.478260869565,0,99.8630434782609,1,0,0,640,2021-06-12
ILM-EKF,FR,Deaths,2021-05-17,4,77.6621739130435,12.8695652173913,0,64.7926086956522,0.4,1,1,100,2021-06-12
MUNI-ARIMA,FR,Deaths,2021-05-17,4,167.910434782609,53.6086956521739,0,114.301739130435,0.5,1,1,273,2021-06-12
RobertWalraven-ESG,FR,Deaths,2021-05-17,4,148.717826086957,16.6521739130435,0,132.065652173913,0.3,1,1,177,2021-06-12
UMass-MechBayes,FR,Deaths,2021-05-17,4,62.0247826086957,13.4347826086957,0,48.59,0.4,1,1,87,2021-06-12
UMass-SemiMech,FR,Deaths,2021-05-17,4,76.6378260869565,6.56521739130435,0,70.0726086956522,0.2,1,1,73,2021-06-12
epiforecasts-EpiNow2,FR,Deaths,2021-05-17,4,151.845217391304,26.5217391304348,0,125.32347826087,0.4,1,1,196,2021-06-12
EuroCOVIDhub-baseline,GB,Cases,2021-05-17,1,3264.44521739131,1276.34782608696,0,1988.09739130435,0.6,0,1,4166,2021-05-22
IEM_Health-CovidProject,GB,Cases,2021-05-17,1,2196.73956521739,1767.78260869565,0,428.956956521739,0.95,0,0,3581,2021-05-22
ILM-EKF,GB,Cases,2021-05-17,1,2767.19130434783,1966.60869565217,0,800.582608695652,0.9,0,1,4702,2021-05-22
MUNI-ARIMA,GB,Cases,2021-05-17,1,1956.58086956522,951.217391304348,0,1005.36347826087,0.7,0,1,3544,2021-05-22
RobertWalraven-ESG,GB,Cases,2021-05-17,1,1486.16434782609,0.869565217391304,0,1485.2947826087,0.1,1,1,20,2021-05-22
