model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
ITWW-county_repro,DE,Deaths,2021-08-16,4,107.090869565217,86.6956521739131,0,20.3952173913044,0.98,0,0,162,2021-09-11
Karlen-pypm,DE,Deaths,2021-08-16,4,164.885652173913,96.8260869565217,0,68.0595652173913,0.8,0,1,289,2021-09-11
MIT_CovidAnalytics-DELPHI,DE,Deaths,2021-08-16,4,150.439130434783,0,140,10.4391304347826,-1,0,0,188,2021-09-11
MUNI-ARIMA,DE,Deaths,2021-08-16,4,100.76,0,69.1304347826087,31.6295652173913,-0.7,0,1,210,2021-09-11
RobertWalraven-ESG,DE,Deaths,2021-08-16,4,29.2017391304348,0,6.08695652173913,23.1147826086957,-0.4,1,1,44,2021-09-11
epiforecasts-EpiExpert,DE,Deaths,2021-08-16,4,112.353913043478,0,103.869565217391,8.48434782608696,-1,0,0,155,2021-09-11
epiforecasts-EpiExpert_Rt,DE,Deaths,2021-08-16,4,492.925217391305,364.173913043478,0,128.751304347826,0.98,0,0,768,2021-09-11
epiforecasts-EpiExpert_direct,DE,Deaths,2021-08-16,4,124.121739130435,0,116.739130434783,7.38260869565217,-1,0,0,161,2021-09-11
epiforecasts-EpiNow2,DE,Deaths,2021-08-16,4,535.710434782609,216,0,319.710434782609,0.8,0,1,704,2021-09-11
itwm-dSEIR,DE,Deaths,2021-08-16,4,377.378260869565,351.347826086957,0,26.0304347826087,1,0,0,469,2021-09-11
EuroCOVIDhub-baseline,FR,Cases,2021-08-16,1,21028.1052173913,0,17364.2173913043,3663.88782608696,-0.8,0,1,33345,2021-08-21
IEM_Health-CovidProject,FR,Cases,2021-08-16,1,42704.8426086957,34737.3043478261,0,7967.53826086957,0.95,0,0,68248,2021-08-21
ILM-EKF,FR,Cases,2021-08-16,1,5889.37782608696,836.478260869565,0,5052.89956521739,0.3,1,1,7365,2021-08-21
Karlen-pypm,FR,Cases,2021-08-16,1,5763.38695652174,0,1058.95652173913,4704.43043478261,-0.3,1,1,7608,2021-08-21
MUNI-ARIMA,FR,Cases,2021-08-16,1,32983.6682608696,0,23890.3913043478,9093.27695652174,-0.8,0,1,58827,2021-08-21
RobertWalraven-ESG,FR,Cases,2021-08-16,1,21415.6486956522,18959.7391304348,0,2455.90956521739,1,0,0,30044,2021-08-21
epiforecasts-EpiNow2,FR,Cases,2021-08-16,1,37853.5313043478,0,25297.7391304348,12555.792173913,-0.7,0,1,76850,2021-08-21
EuroCOVIDhub-baseline,FR,Cases,2021-08-16,2,11474.1765217391,0,4155.78260869565,7318.39391304348,-0.5,1,1,17117,2021-08-28
IEM_Health-CovidProject,FR,Cases,2021-08-16,2,74904.9404347826,63328.9130434783,0,11576.0273913043,0.98,0,0,111449,2021-08-28
ILM-EKF,FR,Cases,2021-08-16,2,11519.1526086957,1761.39130434783,0,9757.76130434782,0.3,1,1,14680,2021-08-28
Karlen-pypm,FR,Cases,2021-08-16,2,6177.39304347826,0,1077.04347826087,5100.34956521739,-0.3,1,1,8094,2021-08-28
MUNI-ARIMA,FR,Cases,2021-08-16,2,19092.3508695652,4114.08695652174,0,14978.2639130435,0.4,1,1,27588,2021-08-28
RobertWalraven-ESG,FR,Cases,2021-08-16,2,27191.4191304348,24121.6086956522,0,3069.81043478261,1,0,0,37977,2021-08-28
epiforecasts-EpiNow2,FR,Cases,2021-08-16,2,41949.2782608696,0,26592.2173913044,15357.0608695652,-0.6,0,1,84505,2021-08-28
EuroCOVIDhub-baseline,FR,Cases,2021-08-16,3,12914.3217391304,2510.73913043478,0,10403.5826086957,0.4,1,1,16091,2021-09-04
IEM_Health-CovidProject,FR,Cases,2021-08-16,3,124208.693913043,106593.130434783,0,17615.5634782609,1,0,0,175272,2021-09-04
ILM-EKF,FR,Cases,2021-08-16,3,24037.817826087,9358.4347826087,0,14679.3830434783,0.6,0,1,40328,2021-09-04
Karlen-pypm,FR,Cases,2021-08-16,3,5394.98391304348,426.260869565217,0,4968.72304347826,0.2,1,1,5098,2021-09-04
MUNI-ARIMA,FR,Cases,2021-08-16,3,32424.6773913044,13884.0869565217,0,18540.5904347826,0.6,0,1,57100,2021-09-04
RobertWalraven-ESG,FR,Cases,2021-08-16,3,48220.3982608696,44536.652173913,0,3683.74608695652,1,0,0,61163,2021-09-04
epiforecasts-EpiNow2,FR,Cases,2021-08-16,3,34601.317826087,0,17494.0869565217,17107.2308695652,-0.5,1,1,66770,2021-09-04
EuroCOVIDhub-baseline,FR,Cases,2021-08-16,4,21904.502173913,8823.26086956522,0,13081.2413043478,0.5,1,1,37273,2021-09-11
IEM_Health-CovidProject,FR,Cases,2021-08-16,4,158087.78826087,128343.086956522,0,29744.7013043478,1,0,0,225759,2021-09-11
ILM-EKF,FR,Cases,2021-08-16,4,36660.7182608696,15974.6086956522,0,20686.1095652174,0.7,0,1,59644,2021-09-11
Karlen-pypm,FR,Cases,2021-08-16,4,4886.45391304348,515.391304347826,0,4371.06260869565,0.3,1,1,5502,2021-09-11
MUNI-ARIMA,FR,Cases,2021-08-16,4,43751.2034782609,22692,0,21059.2034782609,0.7,0,1,78652,2021-09-11
RobertWalraven-ESG,FR,Cases,2021-08-16,4,57044.3817391304,52746.6956521739,0,4297.68608695652,1,0,0,72144,2021-09-11
epiforecasts-EpiNow2,FR,Cases,2021-08-16,4,32199.6130434783,0,13568.6956521739,18630.9173913044,-0.5,1,1,54506,2021-09-11
EuroCOVIDhub-baseline,FR,Deaths,2021-08-16,1,186.858695652174,0,143.173913043478,43.6847826086956,-0.8,0,1,321,2021-08-21
IEM_Health-CovidProject,FR,Deaths,2021-08-16,1,25.3439130434783,0.608695652173913,0,24.7352173913044,0.1,1,1,14,2021-08-21
ILM-EKF,FR,Deaths,2021-08-16,1,85.5826086956522,0,28.8260869565217,56.7565217391304,-0.4,1,1,155,2021-08-21
Karlen-pypm,FR,Deaths,2021-08-16,1,99.43,0,64.3478260869565,35.0821739130435,-0.7,0,1,188,2021-08-21
MUNI-ARIMA,FR,Deaths,2021-08-16,1,108.904347826087,0,70.6521739130435,38.2521739130435,-0.7,0,1,207,2021-08-21
RobertWalraven-ESG,FR,Deaths,2021-08-16,1,88.2417391304348,0,73,15.2417391304348,-0.95,0,0,139,2021-08-21
epiforecasts-EpiNow2,FR,Deaths,2021-08-16,1,154.534347826087,0,117.217391304348,37.3169565217391,-0.8,0,1,280,2021-08-21
EuroCOVIDhub-baseline,FR,Deaths,2021-08-16,2,157.590434782609,0,75.4782608695652,82.1121739130435,-0.6,0,1,292,2021-08-28
IEM_Health-CovidProject,FR,Deaths,2021-08-16,2,113.886086956522,70.1304347826087,0,43.755652173913,0.8,0,1,207,2021-08-28
ILM-EKF,FR,Deaths,2021-08-16,2,90.7904347826087,0,4.95652173913044,85.8339130434783,-0.2,1,1,70,2021-08-28
Karlen-pypm,FR,Deaths,2021-08-16,2,70.6108695652174,0,28.695652173913,41.9152173913044,-0.5,1,1,132,2021-08-28
MUNI-ARIMA,FR,Deaths,2021-08-16,2,102.251304347826,0,40.5217391304348,61.7295652173913,-0.5,1,1,190,2021-08-28
RobertWalraven-ESG,FR,Deaths,2021-08-16,2,39.9913043478261,0,20.9565217391304,19.0347826086957,-0.7,0,1,76,2021-08-28
epiforecasts-EpiNow2,FR,Deaths,2021-08-16,2,175.850434782609,0,134.869565217391,40.9808695652174,-0.8,0,1,324,2021-08-28
EuroCOVIDhub-baseline,FR,Deaths,2021-08-16,3,159.420434782609,0,49.3478260869565,110.072608695652,-0.4,1,1,279,2021-09-04
IEM_Health-CovidProject,FR,Deaths,2021-08-16,3,258.934347826087,185.04347826087,0,73.8908695652174,0.9,0,1,426,2021-09-04
ILM-EKF,FR,Deaths,2021-08-16,3,104.571304347826,0,1.82608695652174,102.745217391304,-0.1,1,1,42,2021-09-04
Karlen-pypm,FR,Deaths,2021-08-16,3,65.8621739130435,0,21.6086956521739,44.2534782608696,-0.4,1,1,119,2021-09-04
MUNI-ARIMA,FR,Deaths,2021-08-16,3,109.696086956522,0,29.5652173913044,80.1308695652174,-0.4,1,1,184,2021-09-04
RobertWalraven-ESG,FR,Deaths,2021-08-16,3,37.864347826087,0,15.0869565217391,22.7773913043478,-0.5,1,1,69,2021-09-04
epiforecasts-EpiNow2,FR,Deaths,2021-08-16,3,210.459565217391,0,164.304347826087,46.1552173913044,-0.8,0,1,385,2021-09-04
EuroCOVIDhub-baseline,FR,Deaths,2021-08-16,4,162.05347826087,0,30.5217391304348,131.531739130435,-0.3,1,1,248,2021-09-11
IEM_Health-CovidProject,FR,Deaths,2021-08-16,4,454.935217391305,319.95652173913,0,134.978695652174,0.95,0,0,719,2021-09-11
ILM-EKF,FR,Deaths,2021-08-16,4,111.448260869565,0,1,110.448260869565,-0.1,1,1,23,2021-09-11
Karlen-pypm,FR,Deaths,2021-08-16,4,61.6778260869565,0,17.5652173913043,44.1126086956522,-0.4,1,1,106,2021-09-11
MUNI-ARIMA,FR,Deaths,2021-08-16,4,114.91652173913,0,18.7391304347826,96.1773913043479,-0.3,1,1,157,2021-09-11
RobertWalraven-ESG,FR,Deaths,2021-08-16,4,38.6147826086957,0,12,26.6147826086957,-0.5,1,1,66,2021-09-11
epiforecasts-EpiNow2,FR,Deaths,2021-08-16,4,237.056086956522,0,193.260869565217,43.7952173913043,-0.8,0,1,419,2021-09-11
EuroCOVIDhub-baseline,GB,Cases,2021-08-16,1,13678.0486956522,0,10665.3043478261,3012.74434782609,-0.8,0,1,21160,2021-08-21
IEM_Health-CovidProject,GB,Cases,2021-08-16,1,6213.63217391305,0,2846.82608695652,3366.80608695652,-0.6,0,1,11649,2021-08-21
ILM-EKF,GB,Cases,2021-08-16,1,8391.53434782609,0,1248.91304347826,7142.62130434783,-0.3,1,1,10893,2021-08-21
Karlen-pypm,GB,Cases,2021-08-16,1,8504.43826086956,0,208.304347826087,8296.13391304348,-0.2,1,1,4189,2021-08-21
MUNI-ARIMA,GB,Cases,2021-08-16,1,14404.1673913043,0,9818.08695652174,4586.08043478261,-0.8,0,1,26304,2021-08-21
RobertWalraven-ESG,GB,Cases,2021-08-16,1,47351.8430434783,0,42537.7391304348,4814.10391304348,-1,0,0,64266,2021-08-21
epiforecasts-EpiExpert,GB,Cases,2021-08-16,1,7593.54130434783,0,2230.73913043478,5362.80217391304,-0.4,1,1,13099,2021-08-21
epiforecasts-EpiExpert_Rt,GB,Cases,2021-08-16,1,12054.2030434783,0,585.434782608696,11468.7682608696,-0.2,1,1,11125,2021-08-21
epiforecasts-EpiExpert_direct,GB,Cases,2021-08-16,1,7884.86782608696,0,3023.4347826087,4861.43304347826,-0.4,1,1,16039,2021-08-21
epiforecasts-EpiNow2,GB,Cases,2021-08-16,1,11040.4008695652,0,887.652173913044,10152.7486956522,-0.2,1,1,11080,2021-08-21
EuroCOVIDhub-baseline,GB,Cases,2021-08-16,2,22834.3043478261,0,16373.8695652174,6460.4347826087,-0.8,0,1,38797,2021-08-28
IEM_Health-CovidProject,GB,Cases,2021-08-16,2,10278.8347826087,0,5325.82608695652,4953.00869565217,-0.6,0,1,19894,2021-08-28
ILM-EKF,GB,Cases,2021-08-16,2,17757.1295652174,0,1383.86956521739,16373.26,-0.2,1,1,17065,2021-08-28
Karlen-pypm,GB,Cases,2021-08-16,2,13265.6317391304,0,1996.39130434783,11269.2404347826,-0.3,1,1,16527,2021-08-28
MUNI-ARIMA,GB,Cases,2021-08-16,2,22964.2543478261,0,12065.2608695652,10898.9934782609,-0.6,0,1,44329,2021-08-28
RobertWalraven-ESG,GB,Cases,2021-08-16,2,81786.8095652174,0,75769.1739130435,6017.63565217391,-1,0,0,102929,2021-08-28
epiforecasts-EpiExpert,GB,Cases,2021-08-16,2,14506.3113043478,0,5806.30434782609,8700.00695652174,-0.5,1,1,27587,2021-08-28
epiforecasts-EpiExpert_Rt,GB,Cases,2021-08-16,2,23715.3282608696,0,1513.73913043478,22201.5891304348,-0.2,1,1,24292,2021-08-28
epiforecasts-EpiExpert_direct,GB,Cases,2021-08-16,2,14000.4708695652,0,6586.69565217391,7413.7752173913,-0.5,1,1,30882,2021-08-28
epiforecasts-EpiNow2,GB,Cases,2021-08-16,2,31318.9343478261,0,928.695652173913,30390.2386956522,-0.2,1,1,18598,2021-08-28
EuroCOVIDhub-baseline,GB,Cases,2021-08-16,3,25185.1634782609,0,15607.7391304348,9577.42434782609,-0.7,0,1,44366,2021-09-04
IEM_Health-CovidProject,GB,Cases,2021-08-16,3,11376.1656521739,0,1904.34782608696,9471.81782608696,-0.3,1,1,15520,2021-09-04
ILM-EKF,GB,Cases,2021-08-16,3,28618.01,0,458.347826086957,28159.662173913,-0.1,1,1,10542,2021-09-04
Karlen-pypm,GB,Cases,2021-08-16,3,16912.587826087,0,3285.69565217391,13626.892173913,-0.3,1,1,24003,2021-09-04
MUNI-ARIMA,GB,Cases,2021-08-16,3,26635.5556521739,0,10543.5217391304,16092.0339130435,-0.5,1,1,48727,2021-09-04
RobertWalraven-ESG,GB,Cases,2021-08-16,3,101669.248695652,0,94448.0869565217,7221.16173913044,-1,0,0,127040,2021-09-04
epiforecasts-EpiExpert,GB,Cases,2021-08-16,3,17960.6560869565,0,5487.91304347826,12472.7430434783,-0.4,1,1,33372,2021-09-04
epiforecasts-EpiExpert_Rt,GB,Cases,2021-08-16,3,33069.2943478261,0,2179,30890.2943478261,-0.2,1,1,34745,2021-09-04
epiforecasts-EpiExpert_direct,GB,Cases,2021-08-16,3,15899.0169565217,0,6690.86956521739,9208.14739130435,-0.4,1,1,32000,2021-09-04
epiforecasts-EpiNow2,GB,Cases,2021-08-16,3,52172.1547826087,0,1176.69565217391,50995.4591304348,-0.1,1,1,27064,2021-09-04
EuroCOVIDhub-baseline,GB,Cases,2021-08-16,4,31727.2565217391,0,19580.2608695652,12146.9956521739,-0.7,0,1,57292,2021-09-11
IEM_Health-CovidProject,GB,Cases,2021-08-16,4,20018.7191304348,0,1299.82608695652,18718.8930434783,-0.2,1,1,17578,2021-09-11
ILM-EKF,GB,Cases,2021-08-16,4,43095.6808695652,0,465.782608695652,42629.8982608696,-0.1,1,1,10713,2021-09-11
Karlen-pypm,GB,Cases,2021-08-16,4,24776.5004347826,0,9569.65217391304,15206.8482608696,-0.5,1,1,44874,2021-09-11
MUNI-ARIMA,GB,Cases,2021-08-16,4,33354.3339130435,0,12249.9130434783,21104.4208695652,-0.5,1,1,61808,2021-09-11
RobertWalraven-ESG,GB,Cases,2021-08-16,4,126407.195652174,0,117982.52173913,8424.67391304348,-1,0,0,156006,2021-09-11
epiforecasts-EpiExpert,GB,Cases,2021-08-16,4,22701.7186956522,0,7304.73913043478,15396.9795652174,-0.4,1,1,43835,2021-09-11
epiforecasts-EpiExpert_Rt,GB,Cases,2021-08-16,4,36429.5626086957,0,5440.13043478261,30989.432173913,-0.2,1,1,59117,2021-09-11
epiforecasts-EpiExpert_direct,GB,Cases,2021-08-16,4,18816.9643478261,0,7500.86956521739,11316.0947826087,-0.4,1,1,33618,2021-09-11
epiforecasts-EpiNow2,GB,Cases,2021-08-16,4,64531.9986956522,0,3314.91304347826,61217.0856521739,-0.2,1,1,49033,2021-09-11
EuroCOVIDhub-baseline,GB,Deaths,2021-08-16,1,104.627391304348,0,48.2608695652174,56.3665217391305,-0.6,0,1,140,2021-08-21
IEM_Health-CovidProject,GB,Deaths,2021-08-16,1,54.1986956521739,0,15.4347826086957,38.7639130434783,-0.4,1,1,93,2021-08-21
ILM-EKF,GB,Deaths,2021-08-16,1,127.499130434783,0,16.8260869565217,110.673043478261,-0.3,1,1,155,2021-08-21
Karlen-pypm,GB,Deaths,2021-08-16,1,97.4360869565217,0,77.2173913043478,20.2186956521739,-0.9,0,1,170,2021-08-21
MUNI-ARIMA,GB,Deaths,2021-08-16,1,48.6230434782609,0,12.4782608695652,36.1447826086957,-0.4,1,1,77,2021-08-21
RobertWalraven-ESG,GB,Deaths,2021-08-16,1,72.8195652173913,0,54,18.8195652173913,-0.9,0,1,126,2021-08-21
epiforecasts-EpiExpert,GB,Deaths,2021-08-16,1,127.593043478261,0,112.217391304348,15.375652173913,-1,0,0,187,2021-08-21
epiforecasts-EpiExpert_Rt,GB,Deaths,2021-08-16,1,234.201739130435,0,223.869565217391,10.3321739130435,-1,0,0,275,2021-08-21
epiforecasts-EpiExpert_direct,GB,Deaths,2021-08-16,1,110.734782608696,0,97.6521739130435,13.0826086956522,-0.98,0,0,168,2021-08-21
epiforecasts-EpiNow2,GB,Deaths,2021-08-16,1,148.830869565217,0,119.347826086957,29.4830434782609,-0.9,0,1,257,2021-08-21
EuroCOVIDhub-baseline,GB,Deaths,2021-08-16,2,178.61347826087,0,59.304347826087,119.309130434783,-0.5,1,1,260,2021-08-28
IEM_Health-CovidProject,GB,Deaths,2021-08-16,2,93.4078260869565,0,38.5217391304348,54.8860869565218,-0.5,1,1,174,2021-08-28
ILM-EKF,GB,Deaths,2021-08-16,2,177.067391304348,0,62.1739130434783,114.89347826087,-0.5,1,1,322,2021-08-28
Karlen-pypm,GB,Deaths,2021-08-16,2,190.503913043478,0,165.913043478261,24.5908695652174,-0.98,0,0,294,2021-08-28
MUNI-ARIMA,GB,Deaths,2021-08-16,2,99.7508695652174,0,25.7826086956522,73.9682608695652,-0.4,1,1,163,2021-08-28
RobertWalraven-ESG,GB,Deaths,2021-08-16,2,190.63652173913,0,167.173913043478,23.4626086956522,-1,0,0,273,2021-08-28
epiforecasts-EpiExpert,GB,Deaths,2021-08-16,2,243.235652173913,0,226.652173913043,16.5834782608696,-1,0,0,307,2021-08-28
epiforecasts-EpiExpert_Rt,GB,Deaths,2021-08-16,2,362.444347826087,0,351.478260869565,10.9660869565217,-1,0,0,406,2021-08-28
epiforecasts-EpiExpert_direct,GB,Deaths,2021-08-16,2,227.443043478261,0,209.739130434783,17.7039130434783,-1,0,0,298,2021-08-28
epiforecasts-EpiNow2,GB,Deaths,2021-08-16,2,237.045217391304,0,204.95652173913,32.0886956521739,-0.95,0,0,390,2021-08-28
EuroCOVIDhub-baseline,GB,Deaths,2021-08-16,3,223.767391304348,0,56.2173913043478,167.55,-0.4,1,1,323,2021-09-04
IEM_Health-CovidProject,GB,Deaths,2021-08-16,3,108.489130434783,0,30.304347826087,78.1847826086957,-0.4,1,1,185,2021-09-04
ILM-EKF,GB,Deaths,2021-08-16,3,203.556086956522,0,83.1739130434783,120.382173913044,-0.5,1,1,383,2021-09-04
Karlen-pypm,GB,Deaths,2021-08-16,3,228.325652173913,0,197.869565217391,30.4560869565217,-0.95,0,0,353,2021-09-04
MUNI-ARIMA,GB,Deaths,2021-08-16,3,141.794347826087,0,19.9565217391304,121.837826086957,-0.3,1,1,185,2021-09-04
RobertWalraven-ESG,GB,Deaths,2021-08-16,3,266.697826086957,0,238.521739130435,28.1760869565217,-1,0,0,366,2021-09-04
epiforecasts-EpiExpert,GB,Deaths,2021-08-16,3,288.752173913043,0,268.608695652174,20.1434782608696,-1,0,0,366,2021-09-04
epiforecasts-EpiExpert_Rt,GB,Deaths,2021-08-16,3,344.985652173913,0,324.347826086957,20.6378260869565,-1,0,0,448,2021-09-04
epiforecasts-EpiExpert_direct,GB,Deaths,2021-08-16,3,286.559130434783,0,266.434782608696,20.124347826087,-1,0,0,362,2021-09-04
epiforecasts-EpiNow2,GB,Deaths,2021-08-16,3,240.15652173913,0,191.695652173913,48.4608695652174,-0.9,0,1,419,2021-09-04
EuroCOVIDhub-baseline,GB,Deaths,2021-08-16,4,291.161304347826,0,86.6956521739131,204.465652173913,-0.4,1,1,492,2021-09-11
IEM_Health-CovidProject,GB,Deaths,2021-08-16,4,168.464782608696,0,53.2608695652174,115.203913043478,-0.4,1,1,301,2021-09-11
ILM-EKF,GB,Deaths,2021-08-16,4,268.695217391304,0,125.608695652174,143.08652173913,-0.5,1,1,521,2021-09-11
Karlen-pypm,GB,Deaths,2021-08-16,4,361.107391304348,0,325.869565217391,35.2378260869565,-1,0,0,515,2021-09-11
MUNI-ARIMA,GB,Deaths,2021-08-16,4,215.042173913043,0,36.6086956521739,178.43347826087,-0.3,1,1,306,2021-09-11
RobertWalraven-ESG,GB,Deaths,2021-08-16,4,449.317826086957,0,416.478260869565,32.8395652173913,-1,0,0,565,2021-09-11
epiforecasts-EpiExpert,GB,Deaths,2021-08-16,4,433.518695652174,0,408.652173913044,24.8665217391304,-1,0,0,545,2021-09-11
epiforecasts-EpiExpert_Rt,GB,Deaths,2021-08-16,4,392.239565217391,0,352.217391304348,40.0221739130435,-1,0,0,607,2021-09-11
epiforecasts-EpiExpert_direct,GB,Deaths,2021-08-16,4,441.910434782609,0,420,21.9104347826087,-1,0,0,542,2021-09-11
epiforecasts-EpiNow2,GB,Deaths,2021-08-16,4,299.704347826087,0,217.826086956522,81.8782608695652,-0.7,0,1,580,2021-09-11
EuroCOVIDhub-baseline,PL,Cases,2021-08-16,1,757.616086956522,0,9.69565217391304,747.920434782609,-0.2,1,1,119,2021-08-21
ICM-agentModel,PL,Cases,2021-08-16,1,1333.2952173913,1016.65217391304,0,316.643043478261,0.9,0,1,2269,2021-08-21
IEM_Health-CovidProject,PL,Cases,2021-08-16,1,69.2865217391304,24.9130434782609,0,44.3734782608696,0.5,1,1,121,2021-08-21
ILM-EKF,PL,Cases,2021-08-16,1,127.928695652174,8.17391304347826,0,119.754782608696,0.2,1,1,108,2021-08-21
ITWW-county_repro,PL,Cases,2021-08-16,1,158.718695652174,101.869565217391,0,56.8491304347826,0.8,0,1,283,2021-08-21
Karlen-pypm,PL,Cases,2021-08-16,1,110.146086956522,31.5652173913044,0,78.5808695652174,0.5,1,1,178,2021-08-21
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-08-16,1,62.6817391304348,0,4.08695652173913,58.5947826086957,-0.2,1,1,68,2021-08-21
MOCOS-agent1,PL,Cases,2021-08-16,1,100.220434782609,41.5652173913044,0,58.6552173913044,0.6,0,1,180,2021-08-21
MUNI-ARIMA,PL,Cases,2021-08-16,1,331.523913043478,39.695652173913,0,291.828260869565,0.3,1,1,359,2021-08-21
PL_GRedlarski-DistrictsSum,PL,Cases,2021-08-16,1,82.3917391304348,16.1739130434783,0,66.2178260869565,0.4,1,1,120,2021-08-21
RobertWalraven-ESG,PL,Cases,2021-08-16,1,341.523043478261,0,1.43478260869565,340.088260869565,-0.1,1,1,33,2021-08-21
epiforecasts-EpiExpert,PL,Cases,2021-08-16,1,15.3478260869565,0,1.39130434782609,13.9565217391304,-0.2,1,1,16,2021-08-21
epiforecasts-EpiExpert_direct,PL,Cases,2021-08-16,1,15.3478260869565,0,1.39130434782609,13.9565217391304,-0.2,1,1,16,2021-08-21
epiforecasts-EpiNow2,PL,Cases,2021-08-16,1,68.2282608695652,19.4347826086957,0,48.7934782608696,0.4,1,1,111,2021-08-21
EuroCOVIDhub-baseline,PL,Cases,2021-08-16,2,1629.73565217391,0,15.3913043478261,1614.34434782609,-0.2,1,1,306,2021-08-28
ICM-agentModel,PL,Cases,2021-08-16,2,1218.68217391304,841.782608695652,0,376.899565217391,0.8,0,1,2193,2021-08-28
IEM_Health-CovidProject,PL,Cases,2021-08-16,2,120.600434782609,53.0434782608696,0,67.5569565217391,0.6,0,1,220,2021-08-28
ILM-EKF,PL,Cases,2021-08-16,2,235.516086956522,26.1304347826087,0,209.385652173913,0.3,1,1,255,2021-08-28
ITWW-county_repro,PL,Cases,2021-08-16,2,163.363913043478,68.3478260869565,0,95.0160869565218,0.6,0,1,290,2021-08-28
Karlen-pypm,PL,Cases,2021-08-16,2,166.763043478261,64.1304347826087,0,102.632608695652,0.6,0,1,297,2021-08-28
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-08-16,2,116.981739130435,0,43.5217391304348,73.46,-0.4,1,1,279,2021-08-28
MOCOS-agent1,PL,Cases,2021-08-16,2,231.592173913043,140.434782608696,0,91.1573913043478,0.8,0,1,410,2021-08-28
MUNI-ARIMA,PL,Cases,2021-08-16,2,844.291739130435,47.2173913043478,0,797.074347826087,0.2,1,1,664,2021-08-28
PL_GRedlarski-DistrictsSum,PL,Cases,2021-08-16,2,127.371304347826,8.82608695652174,0,118.545217391304,0.2,1,1,113,2021-08-28
RobertWalraven-ESG,PL,Cases,2021-08-16,2,415.042173913043,0,13.2173913043478,401.824782608696,-0.2,1,1,284,2021-08-28
epiforecasts-EpiExpert,PL,Cases,2021-08-16,2,56.1439130434783,0,15.7391304347826,40.4047826086957,-0.4,1,1,94,2021-08-28
epiforecasts-EpiExpert_direct,PL,Cases,2021-08-16,2,56.1439130434783,0,15.7391304347826,40.4047826086957,-0.4,1,1,94,2021-08-28
epiforecasts-EpiNow2,PL,Cases,2021-08-16,2,133.832173913043,24.304347826087,0,109.527826086957,0.4,1,1,177,2021-08-28
EuroCOVIDhub-baseline,PL,Cases,2021-08-16,3,2449.37608695652,0,58.7826086956522,2390.59347826087,-0.2,1,1,924,2021-09-04
ICM-agentModel,PL,Cases,2021-08-16,3,578.386086956522,213.565217391304,0,364.820869565217,0.5,1,1,1062,2021-09-04
IEM_Health-CovidProject,PL,Cases,2021-08-16,3,129.863043478261,0,2.39130434782609,127.471739130435,-0.1,1,1,55,2021-09-04
ILM-EKF,PL,Cases,2021-08-16,3,347.500434782609,2.1304347826087,0,345.37,0.1,1,1,49,2021-09-04
ITWW-county_repro,PL,Cases,2021-08-16,3,159.962608695652,0.478260869565217,0,159.484347826087,0.1,1,1,11,2021-09-04
Karlen-pypm,PL,Cases,2021-08-16,3,129.265652173913,0.130434782608696,0,129.135217391304,0.1,1,1,3,2021-09-04
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-08-16,3,425.562173913043,0,340.173913043478,85.3882608695652,-0.8,0,1,912,2021-09-04
MOCOS-agent1,PL,Cases,2021-08-16,3,189.936956521739,50.6521739130435,0,139.284782608696,0.5,1,1,303,2021-09-04
MUNI-ARIMA,PL,Cases,2021-08-16,3,1486.4647826087,23.6086956521739,0,1462.85608695652,0.1,1,1,543,2021-09-04
PL_GRedlarski-DistrictsSum,PL,Cases,2021-08-16,3,250.410434782609,0,60.304347826087,190.106086956522,-0.4,1,1,401,2021-09-04
RobertWalraven-ESG,PL,Cases,2021-08-16,3,582.692173913043,0,129.608695652174,453.08347826087,-0.3,1,1,993,2021-09-04
epiforecasts-EpiExpert,PL,Cases,2021-08-16,3,355.002173913043,0,283.739130434783,71.2630434782609,-0.9,0,1,604,2021-09-04
epiforecasts-EpiExpert_direct,PL,Cases,2021-08-16,3,355.002173913043,0,283.739130434783,71.2630434782609,-0.9,0,1,604,2021-09-04
epiforecasts-EpiNow2,PL,Cases,2021-08-16,3,212.007826086957,0,7.39130434782609,204.61652173913,-0.2,1,1,134,2021-09-04
EuroCOVIDhub-baseline,PL,Cases,2021-08-16,4,3128.13695652174,0,113.260869565217,3014.87608695652,-0.2,1,1,1803,2021-09-11
ICM-agentModel,PL,Cases,2021-08-16,4,373.592608695652,0,6.08695652173913,367.505652173913,-0.1,1,1,140,2021-09-11
IEM_Health-CovidProject,PL,Cases,2021-08-16,4,350.791304347826,0,90.1304347826087,260.660869565217,-0.4,1,1,581,2021-09-11
ILM-EKF,PL,Cases,2021-08-16,4,562.44347826087,0,15.8695652173913,546.573913043478,-0.2,1,1,323,2021-09-11
ITWW-county_repro,PL,Cases,2021-08-16,4,315.016956521739,0,47.6521739130435,267.364782608696,-0.3,1,1,402,2021-09-11
Karlen-pypm,PL,Cases,2021-08-16,4,260.92652173913,0,98.6086956521739,162.317826086957,-0.5,1,1,492,2021-09-11
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-08-16,4,1071.63608695652,0,975.478260869565,96.1578260869565,-0.98,0,0,1800,2021-09-11
