model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
weighted.mean_ensemble,Average,Cases,2021-04-12,19276.7065322633,17856.4232934783,1.0795390664436,average,5
weighted.mean_ensemble,Average,Deaths,2021-04-12,157.227352304131,131.012119565217,1.20009776825161,average,5
weighted.mean_ensemble,Average,Cases,2021-04-19,25292.0873816783,20866.5203913043,1.21208936168477,average,5
weighted.mean_ensemble,Average,Deaths,2021-04-19,182.145549548963,156.748369565217,1.16202516207468,average,5
weighted.mean_ensemble,Average,Cases,2021-04-26,39133.969942089,35900.9699673913,1.09005327648902,average,5
weighted.mean_ensemble,Average,Deaths,2021-04-26,137.492929916391,120.962043478261,1.13666176564801,average,5
weighted.mean_ensemble,Average,Cases,2021-05-03,28115.3251195183,26565.4370108696,1.05834227790097,average,5
weighted.mean_ensemble,Average,Deaths,2021-05-03,90.9739122469401,92.4805652173913,0.983708436827677,average,5
weighted.mean_ensemble,Average,Cases,2021-05-10,25457.7822181298,24773.0021956522,1.02764218955254,average,5
weighted.mean_ensemble,Average,Deaths,2021-05-10,71.4930298447225,70.1663152173913,1.01890814165203,average,5
weighted.mean_ensemble,Average,Cases,2021-05-17,22057.4962838863,22317.2965326087,0.988358793891421,average,5
weighted.mean_ensemble,Average,Deaths,2021-05-17,60.8760622153394,53.3482065217391,1.1411079431608,average,5
weighted.mean_ensemble,Average,Cases,2021-05-24,7029.93452700643,8095.34863043478,0.868391819541547,average,5
weighted.mean_ensemble,Average,Deaths,2021-05-24,64.5473095672376,54.2505760869565,1.18979952330417,average,5
weighted.mean_ensemble,Average,Cases,2021-05-31,4789.30995546667,4847.48313043478,0.987999303266704,average,5
weighted.mean_ensemble,Average,Deaths,2021-05-31,30.5073130194809,33.6620434782609,0.906282265340862,average,5
weighted.mean_ensemble,Average,Cases,2021-06-07,5414.88622289769,5826.79858695652,0.929307258881247,average,5
weighted.mean_ensemble,Average,Deaths,2021-06-07,36.3189490588404,31.7766086956522,1.14294603954417,average,5
weighted.mean_ensemble,Average,Cases,2021-06-14,6348.78491786873,4893.23969565217,1.29746043781789,average,5
weighted.mean_ensemble,Average,Deaths,2021-06-14,27.5841726164124,25.4189239130435,1.08518254788346,average,5
weighted.mean_ensemble,Average,Cases,2021-06-21,15850.3610988092,15340.0707173913,1.03326519093809,average,5
weighted.mean_ensemble,Average,Deaths,2021-06-21,18.8377021677852,22.3778043478261,0.841802970254998,average,5
weighted.mean_ensemble,Average,Cases,2021-06-28,13570.3322017849,14223.1756413043,0.954100022668388,average,5
weighted.mean_ensemble,Average,Deaths,2021-06-28,16.3207299842422,19.5808043478261,0.833506616701075,average,5
weighted.mean_ensemble,Average,Cases,2021-07-05,42469.8862173691,32698.6951521739,1.29882510662036,average,5
weighted.mean_ensemble,Average,Deaths,2021-07-05,18.9257101602747,24.0433804347826,0.787148471555841,average,5
weighted.mean_ensemble,Average,Cases,2021-07-12,32459.621555514,29198.8056956522,1.11167634367824,average,5
weighted.mean_ensemble,Average,Deaths,2021-07-12,31.7442507644919,23.6353695652174,1.34308247970905,average,5
weighted.mean_ensemble,Average,Cases,2021-07-19,65491.4692443555,51314.60875,1.27627338178537,average,5
weighted.mean_ensemble,Average,Deaths,2021-07-19,50.2596437268233,39.4072826086957,1.27538973508752,average,5
weighted.mean_ensemble,Average,Cases,2021-07-26,69900.6715765427,54918.3826521739,1.27281009018891,average,5
weighted.mean_ensemble,Average,Deaths,2021-07-26,69.2535887683875,108.249391304348,0.639759613739333,average,5
weighted.mean_ensemble,Average,Cases,2021-08-02,19672.8871574691,13537.7248478261,1.45319005804939,average,5
weighted.mean_ensemble,Average,Deaths,2021-08-02,102.520581348117,71.5548695652174,1.43275477924918,average,5
weighted.mean_ensemble,Average,Cases,2021-08-09,12374.2429636282,8968.13835869565,1.37980063071061,average,5
weighted.mean_ensemble,Average,Deaths,2021-08-09,62.3351595554383,60.068597826087,1.03773288891999,average,5
weighted.mean_ensemble,Average,Cases,2021-08-16,15226.2185417316,8665.08007608696,1.75719305627093,average,5
weighted.mean_ensemble,Average,Deaths,2021-08-16,60.3785396370069,67.131,0.899413678285842,average,5
