model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
epiforecasts-EpiNow2,EE,Cases,2021-03-15,1,364.120434782609,0,5.91304347826087,358.207391304348,-0.1,1,1,136,2021-03-20
DSMPG-bayes,EE,Cases,2021-03-15,2,1883.26347826087,1033.65217391304,0,849.611304347826,0.7,0,1,3390,2021-03-27
EuroCOVIDhub-baseline,EE,Cases,2021-03-15,2,1066.50130434783,996.782608695652,0,69.7186956521739,0.95,0,0,1478,2021-03-27
IEM_Health-CovidProject,EE,Cases,2021-03-15,2,2943.97130434783,2366.91304347826,0,577.058260869565,0.98,0,0,4605,2021-03-27
ILM-EKF,EE,Cases,2021-03-15,2,4604.87086956522,3587.4347826087,0,1017.43608695652,0.98,0,0,7213,2021-03-27
epiforecasts-EpiExpert,EE,Cases,2021-03-15,2,1272.23391304348,560.434782608696,0,711.799130434783,0.6,0,1,2266,2021-03-27
epiforecasts-EpiNow2,EE,Cases,2021-03-15,2,646.546086956522,31.6521739130435,0,614.893913043478,0.2,1,1,480,2021-03-27
DSMPG-bayes,EE,Cases,2021-03-15,3,3969.43391304348,2529.91304347826,0,1439.52086956522,0.9,0,1,6744,2021-04-03
EuroCOVIDhub-baseline,EE,Cases,2021-03-15,3,3429.57521739131,3327.78260869565,0,101.792608695652,1,0,0,3989,2021-04-03
IEM_Health-CovidProject,EE,Cases,2021-03-15,3,6439.40956521739,5596.30434782609,0,843.105217391305,1,0,0,8693,2021-04-03
ILM-EKF,EE,Cases,2021-03-15,3,9157.25086956522,7340.60869565218,0,1816.64217391304,1,0,0,13320,2021-04-03
epiforecasts-EpiExpert,EE,Cases,2021-03-15,3,3450.12869565217,2409.86956521739,0,1040.25913043478,0.9,0,1,5695,2021-04-03
epiforecasts-EpiNow2,EE,Cases,2021-03-15,3,1017.5747826087,266.782608695652,0,750.792173913044,0.4,1,1,1654,2021-04-03
DSMPG-bayes,EE,Cases,2021-03-15,4,5508.93565217391,3329.95652173913,0,2178.97913043478,0.9,0,1,8981,2021-04-10
EuroCOVIDhub-baseline,EE,Cases,2021-03-15,4,4746.65869565217,4617.26086956522,0,129.397826086957,1,0,0,5389,2021-04-10
IEM_Health-CovidProject,EE,Cases,2021-03-15,4,8895.83956521739,7746.69565217391,0,1149.14391304348,1,0,0,11670,2021-04-10
ILM-EKF,EE,Cases,2021-03-15,4,13163.5643478261,10102.9130434783,0,3060.65130434783,1,0,0,19127,2021-04-10
epiforecasts-EpiExpert,EE,Cases,2021-03-15,4,4623.56173913044,3274.65217391304,0,1348.90956521739,0.95,0,0,7361,2021-04-10
epiforecasts-EpiNow2,EE,Cases,2021-03-15,4,984.803478260869,231.869565217391,0,752.933913043478,0.4,1,1,1539,2021-04-10
EuroCOVIDhub-baseline,EE,Deaths,2021-03-15,1,2.4304347826087,0,2,0.430434782608696,-0.7,0,1,4,2021-03-20
IEM_Health-CovidProject,EE,Deaths,2021-03-15,1,6.97739130434783,1.43478260869565,0,5.54260869565218,0.3,1,1,11,2021-03-20
ILM-EKF,EE,Deaths,2021-03-15,1,16.9926086956522,1.1304347826087,0,15.8621739130435,0.2,1,1,14,2021-03-20
RobertWalraven-ESG,EE,Deaths,2021-03-15,1,2.66913043478261,1.60869565217391,0,1.0604347826087,0.7,0,1,5,2021-03-20
epiforecasts-EpiExpert,EE,Deaths,2021-03-15,1,2.57869565217391,0.0434782608695652,0,2.53521739130435,0.1,1,1,1,2021-03-20
epiforecasts-EpiNow2,EE,Deaths,2021-03-15,1,14.3526086956522,9.34782608695652,0,5.00478260869565,0.8,0,1,25,2021-03-20
EuroCOVIDhub-baseline,EE,Deaths,2021-03-15,2,9.44217391304348,0,8.43478260869565,1.00739130434783,-0.95,0,0,14,2021-03-27
IEM_Health-CovidProject,EE,Deaths,2021-03-15,2,10.5360869565217,2.26086956521739,0,8.27521739130435,0.4,1,1,16,2021-03-27
ILM-EKF,EE,Deaths,2021-03-15,2,22.4565217391304,2.47826086956522,0,19.9782608695652,0.3,1,1,23,2021-03-27
RobertWalraven-ESG,EE,Deaths,2021-03-15,2,1.84304347826087,0,0.652173913043478,1.19086956521739,-0.4,1,1,3,2021-03-27
epiforecasts-EpiExpert,EE,Deaths,2021-03-15,2,4.19434782608696,0,1.08695652173913,3.10739130434783,-0.4,1,1,7,2021-03-27
epiforecasts-EpiNow2,EE,Deaths,2021-03-15,2,15.2973913043478,8.60869565217391,0,6.68869565217391,0.7,0,1,28,2021-03-27
EuroCOVIDhub-baseline,EE,Deaths,2021-03-15,3,2.78782608695652,0,1.43478260869565,1.35304347826087,-0.5,1,1,5,2021-04-03
IEM_Health-CovidProject,EE,Deaths,2021-03-15,3,23.1026086956522,11.2608695652174,0,11.8417391304348,0.7,0,1,41,2021-04-03
ILM-EKF,EE,Deaths,2021-03-15,3,36.9378260869565,11.3478260869565,0,25.59,0.5,1,1,55,2021-04-03
RobertWalraven-ESG,EE,Deaths,2021-03-15,3,1.43695652173913,0.0434782608695652,0,1.39347826086957,0.1,1,1,1,2021-04-03
epiforecasts-EpiExpert,EE,Deaths,2021-03-15,3,4.01217391304348,0.0869565217391304,0,3.92521739130435,0.1,1,1,2,2021-04-03
epiforecasts-EpiNow2,EE,Deaths,2021-03-15,3,20.8982608695652,12.6521739130435,0,8.24608695652174,0.8,0,1,37,2021-04-03
EuroCOVIDhub-baseline,EE,Deaths,2021-03-15,4,16.0617391304348,0,14.304347826087,1.75739130434783,-0.98,0,0,23,2021-04-10
IEM_Health-CovidProject,EE,Deaths,2021-03-15,4,25.1104347826087,8.95652173913044,0,16.1539130434783,0.5,1,1,42,2021-04-10
ILM-EKF,EE,Deaths,2021-03-15,4,46.18,12.6086956521739,0,33.5713043478261,0.5,1,1,66,2021-04-10
RobertWalraven-ESG,EE,Deaths,2021-03-15,4,21.7534782608696,0,20.2173913043478,1.53608695652174,-1,0,0,27,2021-04-10
epiforecasts-EpiExpert,EE,Deaths,2021-03-15,4,10.0652173913043,0,5.56521739130435,4.5,-0.6,0,1,20,2021-04-10
epiforecasts-EpiNow2,EE,Deaths,2021-03-15,4,11.4213043478261,1.34782608695652,0,10.0734782608696,0.3,1,1,13,2021-04-10
EuroCOVIDhub-baseline,ES,Cases,2021-03-15,1,4324.99347826087,1656.78260869565,0,2668.21086956522,0.5,1,1,6064,2021-03-20
IEM_Health-CovidProject,ES,Cases,2021-03-15,1,5503.3,0,3741.69565217391,1761.60434782609,-0.8,0,1,10163,2021-03-20
ILM-EKF,ES,Cases,2021-03-15,1,1070.96304347826,0,96.6086956521739,974.354347826087,-0.2,1,1,1126,2021-03-20
UNIPV-BayesINGARCHX,ES,Cases,2021-03-15,1,19593.3017391304,17864.1304347826,0,1729.17130434783,1,0,0,24845,2021-03-20
epiforecasts-EpiExpert,ES,Cases,2021-03-15,1,2798.12260869565,2085.82608695652,0,712.29652173913,0.9,0,1,4750,2021-03-20
epiforecasts-EpiNow2,ES,Cases,2021-03-15,1,6453.82086956522,1851.5652173913,0,4602.25565217391,0.5,1,1,10206,2021-03-20
EuroCOVIDhub-baseline,ES,Cases,2021-03-15,2,6532.30347826087,0,1425.5652173913,5106.73826086957,-0.4,1,1,8300,2021-03-27
IEM_Health-CovidProject,ES,Cases,2021-03-15,2,21813.552173913,0,20068.6086956522,1744.94347826087,-1,0,0,29134,2021-03-27
ILM-EKF,ES,Cases,2021-03-15,2,11267.36,0,9672.82608695652,1594.53391304348,-0.95,0,0,17885,2021-03-27
UNIPV-BayesINGARCHX,ES,Cases,2021-03-15,2,15444.1713043478,14222.652173913,0,1221.51913043478,1,0,0,18951,2021-03-27
epiforecasts-EpiExpert,ES,Cases,2021-03-15,2,10817.7686956522,0,9904.21739130435,913.551304347826,-1,0,0,14509,2021-03-27
epiforecasts-EpiNow2,ES,Cases,2021-03-15,2,8204.70782608695,0,1325.73913043478,6878.96869565217,-0.3,1,1,11074,2021-03-27
EuroCOVIDhub-baseline,ES,Cases,2021-03-15,3,8489.94173913044,0,1494.04347826087,6995.89826086957,-0.3,1,1,10949,2021-04-03
IEM_Health-CovidProject,ES,Cases,2021-03-15,3,27754.1569565217,0,26122.3913043478,1631.76565217391,-1,0,0,35309,2021-04-03
ILM-EKF,ES,Cases,2021-03-15,3,15347.9386956522,0,13307.652173913,2040.28652173913,-0.95,0,0,24570,2021-04-03
UNIPV-BayesINGARCHX,ES,Cases,2021-03-15,3,22906.8904347826,22039.0869565217,0,867.80347826087,1,0,0,23085,2021-04-03
epiforecasts-EpiExpert,ES,Cases,2021-03-15,3,16914.7956521739,0,15871.9565217391,1042.83913043478,-1,0,0,21327,2021-04-03
epiforecasts-EpiNow2,ES,Cases,2021-03-15,3,12440.4069565217,0,2735.65217391304,9704.7547826087,-0.4,1,1,18892,2021-04-03
EuroCOVIDhub-baseline,ES,Cases,2021-03-15,4,9875.49608695652,0,1367.34782608696,8508.14826086957,-0.3,1,1,11855,2021-04-10
IEM_Health-CovidProject,ES,Cases,2021-03-15,4,31303.4260869565,0,29823.0434782609,1480.38260869565,-1,0,0,38780,2021-04-10
ILM-EKF,ES,Cases,2021-03-15,4,17697.1952173913,0,15323.0434782609,2374.15173913043,-0.9,0,1,29076,2021-04-10
UNIPV-BayesINGARCHX,ES,Cases,2021-03-15,4,31400.1026086957,30598.3913043478,0,801.711304347826,1,0,0,33715,2021-04-10
epiforecasts-EpiExpert,ES,Cases,2021-03-15,4,21950.7786956522,0,20882.0434782609,1068.7352173913,-1,0,0,26685,2021-04-10
epiforecasts-EpiNow2,ES,Cases,2021-03-15,4,16813.287826087,0,4027.04347826087,12786.2443478261,-0.4,1,1,24224,2021-04-10
DSMPG-bayes,FI,Cases,2021-03-15,1,543.018260869565,380.608695652174,0,162.409565217391,0.9,0,1,946,2021-03-20
EuroCOVIDhub-baseline,FI,Cases,2021-03-15,1,223.734782608696,0,187.478260869565,36.2565217391304,-0.9,0,1,362,2021-03-20
IEM_Health-CovidProject,FI,Cases,2021-03-15,1,404.469565217391,156.652173913043,0,247.817391304348,0.5,1,1,751,2021-03-20
ILM-EKF,FI,Cases,2021-03-15,1,375.042173913043,94.2173913043478,0,280.824782608696,0.4,1,1,585,2021-03-20
epiforecasts-EpiExpert,FI,Cases,2021-03-15,1,220.583043478261,0,24.9565217391304,195.626521739131,-0.3,1,1,256,2021-03-20
epiforecasts-EpiNow2,FI,Cases,2021-03-15,1,428.042608695652,284.478260869565,0,143.564347826087,0.8,0,1,769,2021-03-20
DSMPG-bayes,FI,Cases,2021-03-15,2,1288.1947826087,952.130434782609,0,336.064347826087,0.9,0,1,2115,2021-03-27
EuroCOVIDhub-baseline,FI,Cases,2021-03-15,2,106.87,38.1739130434783,0,68.6960869565217,0.5,1,1,170,2021-03-27
IEM_Health-CovidProject,FI,Cases,2021-03-15,2,1120.67608695652,712.739130434783,0,407.936956521739,0.8,0,1,2009,2021-03-27
ILM-EKF,FI,Cases,2021-03-15,2,1027.35434782609,540.434782608696,0,486.919565217391,0.7,0,1,1824,2021-03-27
epiforecasts-EpiExpert,FI,Cases,2021-03-15,2,421.732173913044,102.086956521739,0,319.645217391304,0.4,1,1,644,2021-03-27
epiforecasts-EpiNow2,FI,Cases,2021-03-15,2,1380.76826086957,1144.73913043478,0,236.029130434783,1,0,0,2031,2021-03-27
DSMPG-bayes,FI,Cases,2021-03-15,3,2420.27391304348,1830.91304347826,0,589.360869565217,0.95,0,0,3757,2021-04-03
EuroCOVIDhub-baseline,FI,Cases,2021-03-15,3,745.343913043478,652.565217391304,0,92.7786956521739,0.98,0,0,1103,2021-04-03
IEM_Health-CovidProject,FI,Cases,2021-03-15,3,2326.6452173913,1707.13043478261,0,619.514782608696,0.95,0,0,3774,2021-04-03
ILM-EKF,FI,Cases,2021-03-15,3,2134.1247826087,1346,0,788.124782608696,0.9,0,1,3558,2021-04-03
epiforecasts-EpiExpert,FI,Cases,2021-03-15,3,1007.23652173913,559.130434782609,0,448.106086956522,0.8,0,1,1772,2021-04-03
epiforecasts-EpiNow2,FI,Cases,2021-03-15,3,2801.1752173913,2429.95652173913,0,371.218695652174,1,0,0,3787,2021-04-03
DSMPG-bayes,FI,Cases,2021-03-15,4,3361.85826086957,2438.47826086957,0,923.38,0.95,0,0,5109,2021-04-10
EuroCOVIDhub-baseline,FI,Cases,2021-03-15,4,1297.39434782609,1185.69565217391,0,111.698695652174,1,0,0,1719,2021-04-10
IEM_Health-CovidProject,FI,Cases,2021-03-15,4,3435.41304347826,2555.69565217391,0,879.717391304348,0.98,0,0,5293,2021-04-10
ILM-EKF,FI,Cases,2021-03-15,4,3166.66956521739,1949.04347826087,0,1217.62608695652,0.9,0,1,5080,2021-04-10
epiforecasts-EpiExpert,FI,Cases,2021-03-15,4,2056.58347826087,1379.4347826087,0,677.148695652174,0.9,0,1,3369,2021-04-10
epiforecasts-EpiNow2,FI,Cases,2021-03-15,4,3899.17869565217,3379.65217391304,0,519.526521739131,1,0,0,5190,2021-04-10
EuroCOVIDhub-baseline,FI,Deaths,2021-03-15,1,1.04260869565217,0,0.130434782608696,0.912173913043478,-0.2,1,1,1,2021-03-20
IEM_Health-CovidProject,FI,Deaths,2021-03-15,1,3.51869565217391,0,0.782608695652174,2.73608695652174,-0.3,1,1,6,2021-03-20
ILM-EKF,FI,Deaths,2021-03-15,1,8.01608695652174,0.304347826086957,0,7.71173913043478,0.2,1,1,5,2021-03-20
RobertWalraven-ESG,FI,Deaths,2021-03-15,1,2.3904347826087,0,0.0434782608695652,2.34695652173913,-0.1,1,1,1,2021-03-20
epiforecasts-EpiExpert,FI,Deaths,2021-03-15,1,1.07434782608696,0,0.260869565217391,0.813478260869565,-0.3,1,1,2,2021-03-20
epiforecasts-EpiNow2,FI,Deaths,2021-03-15,1,4.15086956521739,1.1304347826087,0,3.0204347826087,0.4,1,1,6,2021-03-20
EuroCOVIDhub-baseline,FI,Deaths,2021-03-15,2,3.0604347826087,0,1.34782608695652,1.71260869565217,-0.5,1,1,5,2021-03-27
IEM_Health-CovidProject,FI,Deaths,2021-03-15,2,5.18913043478261,0,1.60869565217391,3.5804347826087,-0.4,1,1,9,2021-03-27
ILM-EKF,FI,Deaths,2021-03-15,2,9.13173913043478,0.173913043478261,0,8.95782608695652,0.1,1,1,4,2021-03-27
RobertWalraven-ESG,FI,Deaths,2021-03-15,2,3.85695652173913,0,1.17391304347826,2.68304347826087,-0.4,1,1,7,2021-03-27
epiforecasts-EpiExpert,FI,Deaths,2021-03-15,2,4.73608695652174,0,3.73913043478261,0.99695652173913,-0.9,0,1,8,2021-03-27
epiforecasts-EpiNow2,FI,Deaths,2021-03-15,2,4.71782608695652,1.30434782608696,0,3.41347826086957,0.4,1,1,8,2021-03-27
EuroCOVIDhub-baseline,FI,Deaths,2021-03-15,3,3.01739130434783,0.608695652173913,0,2.40869565217391,0.3,1,1,4,2021-04-03
IEM_Health-CovidProject,FI,Deaths,2021-03-15,3,4.65478260869565,0,0,4.65478260869565,0,1,1,0,2021-04-03
ILM-EKF,FI,Deaths,2021-03-15,3,13.7008695652174,3.08695652173913,0,10.6139130434783,0.5,1,1,17,2021-04-03
RobertWalraven-ESG,FI,Deaths,2021-03-15,3,3.08347826086956,0.0869565217391304,0,2.99652173913043,0.1,1,1,2,2021-04-03
epiforecasts-EpiExpert,FI,Deaths,2021-03-15,3,1.31304347826087,0,0.130434782608696,1.18260869565217,-0.2,1,1,1,2021-04-03
epiforecasts-EpiNow2,FI,Deaths,2021-03-15,3,12.9908695652174,9.17391304347826,0,3.81695652173913,0.9,0,1,21,2021-04-03
EuroCOVIDhub-baseline,FI,Deaths,2021-03-15,4,4.33608695652174,1.34782608695652,0,2.98826086956522,0.4,1,1,7,2021-04-10
IEM_Health-CovidProject,FI,Deaths,2021-03-15,4,5.91826086956522,0.130434782608696,0,5.78782608695652,0.1,1,1,3,2021-04-10
ILM-EKF,FI,Deaths,2021-03-15,4,18.4178260869565,5.56521739130435,0,12.8526086956522,0.6,0,1,24,2021-04-10
RobertWalraven-ESG,FI,Deaths,2021-03-15,4,3.70434782608696,0.347826086956522,0,3.35652173913044,0.2,1,1,4,2021-04-10
epiforecasts-EpiExpert,FI,Deaths,2021-03-15,4,1.55782608695652,0.130434782608696,0,1.42739130434783,0.2,1,1,1,2021-04-10
epiforecasts-EpiNow2,FI,Deaths,2021-03-15,4,17.6565217391304,12.9565217391304,0,4.7,0.95,0,0,28,2021-04-10
DSMPG-bayes,GR,Cases,2021-03-15,1,2894.48217391304,2043.47826086957,0,851.003913043478,0.9,0,1,4862,2021-03-20
EuroCOVIDhub-baseline,GR,Cases,2021-03-15,1,368.513913043478,0,254.217391304348,114.29652173913,-0.7,0,1,547,2021-03-20
IEM_Health-CovidProject,GR,Cases,2021-03-15,1,1508.19,401.086956521739,0,1107.10304347826,0.4,1,1,2463,2021-03-20
ILM-EKF,GR,Cases,2021-03-15,1,1893.68739130435,1103.65217391304,0,790.035217391304,0.7,0,1,3458,2021-03-20
epiforecasts-EpiExpert,GR,Cases,2021-03-15,1,751.866956521739,13.1739130434783,0,738.693043478261,0.1,1,1,303,2021-03-20
epiforecasts-EpiNow2,GR,Cases,2021-03-15,1,1599.48695652174,913.565217391304,0,685.921739130435,0.7,0,1,2936,2021-03-20
DSMPG-bayes,GR,Cases,2021-03-15,2,5185.54304347826,2729.60869565217,0,2455.93434782609,0.8,0,1,8535,2021-03-27
EuroCOVIDhub-baseline,GR,Cases,2021-03-15,2,851.448260869565,0,591.217391304348,260.230869565218,-0.7,0,1,1436,2021-03-27
IEM_Health-CovidProject,GR,Cases,2021-03-15,2,2973.41782608696,1184.91304347826,0,1788.5047826087,0.6,0,1,5255,2021-03-27
ILM-EKF,GR,Cases,2021-03-15,2,3783.56521739131,2134.08695652174,0,1649.47826086956,0.8,0,1,6762,2021-03-27
epiforecasts-EpiExpert,GR,Cases,2021-03-15,2,1163.53130434783,25.0434782608696,0,1138.48782608696,0.1,1,1,576,2021-03-27
epiforecasts-EpiNow2,GR,Cases,2021-03-15,2,2984.31043478261,1469.91304347826,0,1514.39739130435,0.7,0,1,5418,2021-03-27
DSMPG-bayes,GR,Cases,2021-03-15,3,7871.6547826087,2024.65217391304,0,5847.00260869565,0.5,1,1,10061,2021-04-03
EuroCOVIDhub-baseline,GR,Cases,2021-03-15,3,3548.22130434783,0,3159.04347826087,389.177826086957,-0.95,0,0,5326,2021-04-03
IEM_Health-CovidProject,GR,Cases,2021-03-15,3,3737.9947826087,1007.4347826087,0,2730.56,0.4,1,1,5965,2021-04-03
ILM-EKF,GR,Cases,2021-03-15,3,4754.31304347826,1705.86956521739,0,3048.44347826087,0.6,0,1,7961,2021-04-03
epiforecasts-EpiExpert,GR,Cases,2021-03-15,3,2371.23869565217,0,933.04347826087,1438.1952173913,-0.5,1,1,4424,2021-04-03
epiforecasts-EpiNow2,GR,Cases,2021-03-15,3,3538.28739130435,887.130434782609,0,2651.15695652174,0.4,1,1,5292,2021-04-03
DSMPG-bayes,GR,Cases,2021-03-15,4,16270.4860869565,3391.86956521739,0,12878.6165217391,0.5,1,1,16613,2021-04-10
EuroCOVIDhub-baseline,GR,Cases,2021-03-15,4,2931.91391304348,0,2431.69565217391,500.218260869565,-0.9,0,1,4761,2021-04-10
IEM_Health-CovidProject,GR,Cases,2021-03-15,4,6847.44565217391,2827.47826086957,0,4019.96739130435,0.6,0,1,11748,2021-04-10
ILM-EKF,GR,Cases,2021-03-15,4,8924.99043478261,3668.04347826087,0,5256.94695652174,0.6,0,1,14707,2021-04-10
epiforecasts-EpiExpert,GR,Cases,2021-03-15,4,2610.37217391304,0,881.434782608696,1728.93739130435,-0.5,1,1,4719,2021-04-10
epiforecasts-EpiNow2,GR,Cases,2021-03-15,4,5900.04086956522,1858.4347826087,0,4041.60608695652,0.5,1,1,9552,2021-04-10
EuroCOVIDhub-baseline,GR,Deaths,2021-03-15,1,33.8182608695652,0,30,3.81826086956522,-0.9,0,1,50,2021-03-20
IEM_Health-CovidProject,GR,Deaths,2021-03-15,1,16.0786956521739,2.82608695652174,0,13.2526086956522,0.3,1,1,23,2021-03-20
ILM-EKF,GR,Deaths,2021-03-15,1,43.3365217391304,0.608695652173913,0,42.7278260869565,0.1,1,1,14,2021-03-20
RobertWalraven-ESG,GR,Deaths,2021-03-15,1,14.3095652173913,0,10.6521739130435,3.65739130434783,-0.9,0,1,25,2021-03-20
epiforecasts-EpiExpert,GR,Deaths,2021-03-15,1,11.9113043478261,3.17391304347826,0,8.73739130434783,0.4,1,1,19,2021-03-20
epiforecasts-EpiNow2,GR,Deaths,2021-03-15,1,8.23739130434783,0,1.1304347826087,7.10695652173913,-0.3,1,1,10,2021-03-20
EuroCOVIDhub-baseline,GR,Deaths,2021-03-15,2,44.4404347826087,0,36,8.4404347826087,-0.8,0,1,72,2021-03-27
IEM_Health-CovidProject,GR,Deaths,2021-03-15,2,59.6591304347826,37.6521739130435,0,22.0069565217391,0.8,0,1,108,2021-03-27
ILM-EKF,GR,Deaths,2021-03-15,2,63.1969565217391,9.47826086956522,0,53.7186956521739,0.3,1,1,78,2021-03-27
RobertWalraven-ESG,GR,Deaths,2021-03-15,2,5.78826086956522,0,1.52173913043478,4.26652173913043,-0.4,1,1,9,2021-03-27
epiforecasts-EpiExpert,GR,Deaths,2021-03-15,2,42.4834782608696,21.8260869565217,0,20.6573913043478,0.7,0,1,78,2021-03-27
epiforecasts-EpiNow2,GR,Deaths,2021-03-15,2,26.3826086956522,11.7391304347826,0,14.6434782608696,0.6,0,1,46,2021-03-27
EuroCOVIDhub-baseline,GR,Deaths,2021-03-15,3,91.4117391304348,0,78.9130434782609,12.4986956521739,-0.9,0,1,143,2021-04-03
IEM_Health-CovidProject,GR,Deaths,2021-03-15,3,96.7460869565218,62,0,34.7460869565217,0.8,0,1,174,2021-04-03
ILM-EKF,GR,Deaths,2021-03-15,3,85.7395652173913,14.7391304347826,0,71.0004347826087,0.4,1,1,113,2021-04-03
RobertWalraven-ESG,GR,Deaths,2021-03-15,3,43.4691304347826,0,38.5652173913044,4.90391304347826,-1,0,0,61,2021-04-03
epiforecasts-EpiExpert,GR,Deaths,2021-03-15,3,48.5434782608696,12.695652173913,0,35.8478260869565,0.4,1,1,76,2021-04-03
epiforecasts-EpiNow2,GR,Deaths,2021-03-15,3,41.7530434782609,8.17391304347826,0,33.5791304347826,0.4,1,1,56,2021-04-03
EuroCOVIDhub-baseline,GR,Deaths,2021-03-15,4,129.171304347826,0,113.04347826087,16.1278260869565,-0.95,0,0,198,2021-04-10
IEM_Health-CovidProject,GR,Deaths,2021-03-15,4,166.3,113.826086956522,0,52.4739130434783,0.9,0,1,290,2021-04-10
ILM-EKF,GR,Deaths,2021-03-15,4,128.690434782609,29.304347826087,0,99.3860869565217,0.4,1,1,184,2021-04-10
RobertWalraven-ESG,GR,Deaths,2021-03-15,4,98.6086956521739,0,93.0434782608696,5.56521739130435,-1,0,0,118,2021-04-10
epiforecasts-EpiExpert,GR,Deaths,2021-03-15,4,49.3456521739131,0.956521739130435,0,48.3891304347826,0.1,1,1,22,2021-04-10
epiforecasts-EpiNow2,GR,Deaths,2021-03-15,4,75.3282608695652,12.1304347826087,0,63.1978260869565,0.4,1,1,93,2021-04-10
DSMPG-bayes,HR,Cases,2021-03-15,1,328.014347826087,0,4.08695652173913,323.927391304348,-0.1,1,1,94,2021-03-20
EuroCOVIDhub-baseline,HR,Cases,2021-03-15,1,1342.12565217391,0,1221.78260869565,120.343043478261,-0.9,0,1,1957,2021-03-20
IEM_Health-CovidProject,HR,Cases,2021-03-15,1,697.818260869565,0,309.913043478261,387.905217391304,-0.6,0,1,1358,2021-03-20
ILM-EKF,HR,Cases,2021-03-15,1,915.612173913043,0,640.391304347826,275.220869565217,-0.8,0,1,1705,2021-03-20
epiforecasts-EpiExpert,HR,Cases,2021-03-15,1,378.349565217391,0,209.739130434783,168.610434782609,-0.7,0,1,726,2021-03-20
epiforecasts-EpiNow2,HR,Cases,2021-03-15,1,297.423043478261,0,36.8695652173913,260.55347826087,-0.3,1,1,348,2021-03-20
DSMPG-bayes,HR,Cases,2021-03-15,2,1030.02695652174,0,72.5217391304348,957.505217391305,-0.2,1,1,874,2021-03-27
EuroCOVIDhub-baseline,HR,Cases,2021-03-15,2,3238.88826086957,0,2986.95652173913,251.931739130435,-0.95,0,0,4732,2021-03-27
IEM_Health-CovidProject,HR,Cases,2021-03-15,2,1594.5347826087,0,978.869565217391,615.665217391304,-0.7,0,1,3156,2021-03-27
ILM-EKF,HR,Cases,2021-03-15,2,1982.99695652174,0,1471.30434782609,511.692608695652,-0.8,0,1,3656,2021-03-27
epiforecasts-EpiExpert,HR,Cases,2021-03-15,2,1078.25826086957,0,699.521739130435,378.73652173913,-0.7,0,1,2057,2021-03-27
epiforecasts-EpiNow2,HR,Cases,2021-03-15,2,706.251739130435,0,96.4347826086957,609.816956521739,-0.3,1,1,954,2021-03-27
DSMPG-bayes,HR,Cases,2021-03-15,3,2620.75652173913,0,163.913043478261,2456.84347826087,-0.2,1,1,1974,2021-04-03
EuroCOVIDhub-baseline,HR,Cases,2021-03-15,3,6138.38347826087,0,5756.82608695652,381.557391304348,-0.98,0,0,8385,2021-04-03
IEM_Health-CovidProject,HR,Cases,2021-03-15,3,2863.73260869565,0,1928.78260869565,934.95,-0.8,0,1,5642,2021-04-03
ILM-EKF,HR,Cases,2021-03-15,3,3378.68782608696,0,2497.69565217391,880.992173913043,-0.8,0,1,6339,2021-04-03
epiforecasts-EpiExpert,HR,Cases,2021-03-15,3,2014.31173913043,0,1338.30434782609,676.007391304348,-0.7,0,1,3861,2021-04-03
epiforecasts-EpiNow2,HR,Cases,2021-03-15,3,1367.61869565217,0,198.739130434783,1168.87956521739,-0.3,1,1,1699,2021-04-03
DSMPG-bayes,HR,Cases,2021-03-15,4,6337.69130434783,72.9130434782609,0,6264.77826086957,0.1,1,1,1677,2021-04-10
EuroCOVIDhub-baseline,HR,Cases,2021-03-15,4,5394.20521739131,0,4896.47826086957,497.726956521739,-0.98,0,0,7885,2021-04-10
IEM_Health-CovidProject,HR,Cases,2021-03-15,4,2035.43391304348,0,666.695652173913,1368.73826086957,-0.4,1,1,3724,2021-04-10
ILM-EKF,HR,Cases,2021-03-15,4,2479.5047826087,0,1030.65217391304,1448.85260869565,-0.5,1,1,4695,2021-04-10
epiforecasts-EpiExpert,HR,Cases,2021-03-15,4,1181.80782608696,0,50.5652173913044,1131.24260869565,-0.2,1,1,831,2021-04-10
epiforecasts-EpiNow2,HR,Cases,2021-03-15,4,2200.47173913043,210.826086956522,0,1989.64565217391,0.3,1,1,2277,2021-04-10
EuroCOVIDhub-baseline,HR,Deaths,2021-03-15,1,3.2304347826087,0.347826086956522,0,2.88260869565217,0.3,1,1,2,2021-03-20
IEM_Health-CovidProject,HR,Deaths,2021-03-15,1,17.785652173913,0,12.0434782608696,5.74217391304348,-0.8,0,1,33,2021-03-20
ILM-EKF,HR,Deaths,2021-03-15,1,16.9208695652174,0.347826086956522,0,16.5730434782609,0.1,1,1,8,2021-03-20
RobertWalraven-ESG,HR,Deaths,2021-03-15,1,2.28,0,0.0869565217391304,2.19304347826087,-0.1,1,1,2,2021-03-20
epiforecasts-EpiExpert,HR,Deaths,2021-03-15,1,13.1839130434783,8.73913043478261,0,4.44478260869565,0.8,0,1,23,2021-03-20
epiforecasts-EpiNow2,HR,Deaths,2021-03-15,1,10.9834782608696,5.52173913043478,0,5.46173913043478,0.7,0,1,19,2021-03-20
EuroCOVIDhub-baseline,HR,Deaths,2021-03-15,2,19.8121739130435,0,13.5652173913043,6.24695652173913,-0.7,0,1,34,2021-03-27
