ensid,model,modelid,k
1567,ILM-EKF,3,12
1567,MIMUW-StochSEIR,4,12
1567,MOCOS-agent1,5,12
1567,RobertWalraven-ESG,6,12
1567,epiforecasts-EpiExpert,7,12
1567,epiforecasts-EpiNow2,8,12
1567,UMass-MechBayes,9,12
1567,epiforecasts-EpiExpert_Rt,10,12
1567,epiforecasts-EpiExpert_direct,11,12
1567,MUNI-ARIMA,12,12
1568,ICM-agentModel,1,12
1568,IEM_Health-CovidProject,2,12
1568,ILM-EKF,3,12
1568,MIMUW-StochSEIR,4,12
1568,MOCOS-agent1,5,12
1568,RobertWalraven-ESG,6,12
1568,epiforecasts-EpiExpert,7,12
1568,epiforecasts-EpiNow2,8,12
1568,UMass-MechBayes,9,12
1568,epiforecasts-EpiExpert_Rt,10,12
1568,epiforecasts-EpiExpert_direct,11,12
1568,Karlen-pypm,12,12
1569,ICM-agentModel,1,12
1569,IEM_Health-CovidProject,2,12
1569,ILM-EKF,3,12
1569,MIMUW-StochSEIR,4,12
1569,MOCOS-agent1,5,12
1569,RobertWalraven-ESG,6,12
1569,epiforecasts-EpiExpert,7,12
1569,epiforecasts-EpiNow2,8,12
1569,UMass-MechBayes,9,12
1569,epiforecasts-EpiExpert_Rt,10,12
1569,MUNI-ARIMA,11,12
1569,Karlen-pypm,12,12
1570,ICM-agentModel,1,12
1570,IEM_Health-CovidProject,2,12
1570,ILM-EKF,3,12
1570,MIMUW-StochSEIR,4,12
1570,MOCOS-agent1,5,12
1570,RobertWalraven-ESG,6,12
1570,epiforecasts-EpiExpert,7,12
1570,epiforecasts-EpiNow2,8,12
1570,UMass-MechBayes,9,12
1570,epiforecasts-EpiExpert_direct,10,12
1570,MUNI-ARIMA,11,12
1570,Karlen-pypm,12,12
1571,ICM-agentModel,1,12
1571,IEM_Health-CovidProject,2,12
1571,ILM-EKF,3,12
1571,MIMUW-StochSEIR,4,12
1571,MOCOS-agent1,5,12
1571,RobertWalraven-ESG,6,12
1571,epiforecasts-EpiExpert,7,12
1571,epiforecasts-EpiNow2,8,12
1571,epiforecasts-EpiExpert_Rt,9,12
1571,epiforecasts-EpiExpert_direct,10,12
1571,MUNI-ARIMA,11,12
1571,Karlen-pypm,12,12
1572,ICM-agentModel,1,12
1572,IEM_Health-CovidProject,2,12
1572,ILM-EKF,3,12
1572,MIMUW-StochSEIR,4,12
1572,MOCOS-agent1,5,12
1572,RobertWalraven-ESG,6,12
1572,epiforecasts-EpiExpert,7,12
1572,UMass-MechBayes,8,12
1572,epiforecasts-EpiExpert_Rt,9,12
1572,epiforecasts-EpiExpert_direct,10,12
1572,MUNI-ARIMA,11,12
1572,Karlen-pypm,12,12
1573,ICM-agentModel,1,12
1573,IEM_Health-CovidProject,2,12
1573,ILM-EKF,3,12
1573,MIMUW-StochSEIR,4,12
1573,MOCOS-agent1,5,12
1573,RobertWalraven-ESG,6,12
1573,epiforecasts-EpiNow2,7,12
1573,UMass-MechBayes,8,12
1573,epiforecasts-EpiExpert_Rt,9,12
1573,epiforecasts-EpiExpert_direct,10,12
1573,MUNI-ARIMA,11,12
1573,Karlen-pypm,12,12
1574,ICM-agentModel,1,12
1574,IEM_Health-CovidProject,2,12
1574,ILM-EKF,3,12
1574,MIMUW-StochSEIR,4,12
1574,MOCOS-agent1,5,12
1574,epiforecasts-EpiExpert,6,12
1574,epiforecasts-EpiNow2,7,12
1574,UMass-MechBayes,8,12
1574,epiforecasts-EpiExpert_Rt,9,12
1574,epiforecasts-EpiExpert_direct,10,12
1574,MUNI-ARIMA,11,12
1574,Karlen-pypm,12,12
1575,ICM-agentModel,1,12
1575,IEM_Health-CovidProject,2,12
1575,ILM-EKF,3,12
1575,MIMUW-StochSEIR,4,12
1575,RobertWalraven-ESG,5,12
1575,epiforecasts-EpiExpert,6,12
1575,epiforecasts-EpiNow2,7,12
1575,UMass-MechBayes,8,12
1575,epiforecasts-EpiExpert_Rt,9,12
1575,epiforecasts-EpiExpert_direct,10,12
1575,MUNI-ARIMA,11,12
1575,Karlen-pypm,12,12
1576,ICM-agentModel,1,12
1576,IEM_Health-CovidProject,2,12
1576,ILM-EKF,3,12
1576,MIT_CovidAnalytics-DELPHI,4,12
1576,MOCOS-agent1,5,12
1576,RobertWalraven-ESG,6,12
1576,epiforecasts-EpiExpert,7,12
1576,epiforecasts-EpiNow2,8,12
1576,UMass-MechBayes,9,12
1576,epiforecasts-EpiExpert_Rt,10,12
1576,epiforecasts-EpiExpert_direct,11,12
1576,MUNI-ARIMA,12,12
1577,ICM-agentModel,1,12
1577,IEM_Health-CovidProject,2,12
1577,ILM-EKF,3,12
1577,MIT_CovidAnalytics-DELPHI,4,12
1577,MOCOS-agent1,5,12
1577,RobertWalraven-ESG,6,12
1577,epiforecasts-EpiExpert,7,12
1577,epiforecasts-EpiNow2,8,12
1577,UMass-MechBayes,9,12
1577,epiforecasts-EpiExpert_Rt,10,12
1577,epiforecasts-EpiExpert_direct,11,12
1577,Karlen-pypm,12,12
1578,ICM-agentModel,1,12
1578,IEM_Health-CovidProject,2,12
1578,ILM-EKF,3,12
1578,MIT_CovidAnalytics-DELPHI,4,12
1578,MOCOS-agent1,5,12
1578,RobertWalraven-ESG,6,12
1578,epiforecasts-EpiExpert,7,12
1578,epiforecasts-EpiNow2,8,12
1578,UMass-MechBayes,9,12
1578,epiforecasts-EpiExpert_Rt,10,12
1578,MUNI-ARIMA,11,12
1578,Karlen-pypm,12,12
1579,ICM-agentModel,1,12
1579,IEM_Health-CovidProject,2,12
1579,ILM-EKF,3,12
1579,MIT_CovidAnalytics-DELPHI,4,12
1579,MOCOS-agent1,5,12
1579,RobertWalraven-ESG,6,12
1579,epiforecasts-EpiExpert,7,12
1579,epiforecasts-EpiNow2,8,12
1579,UMass-MechBayes,9,12
1579,epiforecasts-EpiExpert_direct,10,12
1579,MUNI-ARIMA,11,12
1579,Karlen-pypm,12,12
1580,ICM-agentModel,1,12
1580,IEM_Health-CovidProject,2,12
1580,ILM-EKF,3,12
1580,MIT_CovidAnalytics-DELPHI,4,12
1580,MOCOS-agent1,5,12
1580,RobertWalraven-ESG,6,12
1580,epiforecasts-EpiExpert,7,12
1580,epiforecasts-EpiNow2,8,12
1580,epiforecasts-EpiExpert_Rt,9,12
1580,epiforecasts-EpiExpert_direct,10,12
1580,MUNI-ARIMA,11,12
1580,Karlen-pypm,12,12
1581,ICM-agentModel,1,12
1581,IEM_Health-CovidProject,2,12
1581,ILM-EKF,3,12
1581,MIT_CovidAnalytics-DELPHI,4,12
1581,MOCOS-agent1,5,12
1581,RobertWalraven-ESG,6,12
1581,epiforecasts-EpiExpert,7,12
1581,UMass-MechBayes,8,12
1581,epiforecasts-EpiExpert_Rt,9,12
1581,epiforecasts-EpiExpert_direct,10,12
1581,MUNI-ARIMA,11,12
1581,Karlen-pypm,12,12
1582,ICM-agentModel,1,12
1582,IEM_Health-CovidProject,2,12
1582,ILM-EKF,3,12
1582,MIT_CovidAnalytics-DELPHI,4,12
1582,MOCOS-agent1,5,12
1582,RobertWalraven-ESG,6,12
1582,epiforecasts-EpiNow2,7,12
1582,UMass-MechBayes,8,12
1582,epiforecasts-EpiExpert_Rt,9,12
1582,epiforecasts-EpiExpert_direct,10,12
1582,MUNI-ARIMA,11,12
1582,Karlen-pypm,12,12
1583,ICM-agentModel,1,12
1583,IEM_Health-CovidProject,2,12
1583,ILM-EKF,3,12
1583,MIT_CovidAnalytics-DELPHI,4,12
1583,MOCOS-agent1,5,12
1583,epiforecasts-EpiExpert,6,12
1583,epiforecasts-EpiNow2,7,12
1583,UMass-MechBayes,8,12
1583,epiforecasts-EpiExpert_Rt,9,12
1583,epiforecasts-EpiExpert_direct,10,12
1583,MUNI-ARIMA,11,12
1583,Karlen-pypm,12,12
1584,ICM-agentModel,1,12
1584,IEM_Health-CovidProject,2,12
1584,ILM-EKF,3,12
1584,MIT_CovidAnalytics-DELPHI,4,12
1584,RobertWalraven-ESG,5,12
1584,epiforecasts-EpiExpert,6,12
1584,epiforecasts-EpiNow2,7,12
1584,UMass-MechBayes,8,12
1584,epiforecasts-EpiExpert_Rt,9,12
1584,epiforecasts-EpiExpert_direct,10,12
1584,MUNI-ARIMA,11,12
1584,Karlen-pypm,12,12
1585,ICM-agentModel,1,12
1585,IEM_Health-CovidProject,2,12
1585,ILM-EKF,3,12
1585,MOCOS-agent1,4,12
1585,RobertWalraven-ESG,5,12
1585,epiforecasts-EpiExpert,6,12
1585,epiforecasts-EpiNow2,7,12
1585,UMass-MechBayes,8,12
1585,epiforecasts-EpiExpert_Rt,9,12
1585,epiforecasts-EpiExpert_direct,10,12
1585,MUNI-ARIMA,11,12
1585,Karlen-pypm,12,12
1586,ICM-agentModel,1,12
1586,IEM_Health-CovidProject,2,12
1586,ITWW-county_repro,3,12
1586,MIMUW-StochSEIR,4,12
1586,MIT_CovidAnalytics-DELPHI,5,12
1586,MOCOS-agent1,6,12
1586,RobertWalraven-ESG,7,12
1586,epiforecasts-EpiExpert,8,12
1586,epiforecasts-EpiNow2,9,12
1586,UMass-MechBayes,10,12
1586,epiforecasts-EpiExpert_Rt,11,12
1586,epiforecasts-EpiExpert_direct,12,12
1587,ICM-agentModel,1,12
1587,IEM_Health-CovidProject,2,12
1587,ITWW-county_repro,3,12
1587,MIMUW-StochSEIR,4,12
1587,MIT_CovidAnalytics-DELPHI,5,12
1587,MOCOS-agent1,6,12
1587,RobertWalraven-ESG,7,12
1587,epiforecasts-EpiExpert,8,12
1587,epiforecasts-EpiNow2,9,12
1587,UMass-MechBayes,10,12
1587,epiforecasts-EpiExpert_Rt,11,12
1587,MUNI-ARIMA,12,12
1588,ICM-agentModel,1,12
1588,IEM_Health-CovidProject,2,12
1588,ITWW-county_repro,3,12
1588,MIMUW-StochSEIR,4,12
1588,MIT_CovidAnalytics-DELPHI,5,12
1588,MOCOS-agent1,6,12
1588,RobertWalraven-ESG,7,12
1588,epiforecasts-EpiExpert,8,12
1588,epiforecasts-EpiNow2,9,12
1588,UMass-MechBayes,10,12
1588,epiforecasts-EpiExpert_Rt,11,12
1588,Karlen-pypm,12,12
1589,ICM-agentModel,1,12
1589,IEM_Health-CovidProject,2,12
1589,ITWW-county_repro,3,12
1589,MIMUW-StochSEIR,4,12
1589,MIT_CovidAnalytics-DELPHI,5,12
1589,MOCOS-agent1,6,12
1589,RobertWalraven-ESG,7,12
1589,epiforecasts-EpiExpert,8,12
1589,epiforecasts-EpiNow2,9,12
1589,UMass-MechBayes,10,12
1589,epiforecasts-EpiExpert_direct,11,12
1589,MUNI-ARIMA,12,12
1590,ICM-agentModel,1,12
1590,IEM_Health-CovidProject,2,12
1590,ITWW-county_repro,3,12
1590,MIMUW-StochSEIR,4,12
1590,MIT_CovidAnalytics-DELPHI,5,12
1590,MOCOS-agent1,6,12
1590,RobertWalraven-ESG,7,12
1590,epiforecasts-EpiExpert,8,12
1590,epiforecasts-EpiNow2,9,12
1590,UMass-MechBayes,10,12
1590,epiforecasts-EpiExpert_direct,11,12
1590,Karlen-pypm,12,12
1591,ICM-agentModel,1,12
1591,IEM_Health-CovidProject,2,12
1591,ITWW-county_repro,3,12
1591,MIMUW-StochSEIR,4,12
1591,MIT_CovidAnalytics-DELPHI,5,12
1591,MOCOS-agent1,6,12
1591,RobertWalraven-ESG,7,12
1591,epiforecasts-EpiExpert,8,12
1591,epiforecasts-EpiNow2,9,12
1591,UMass-MechBayes,10,12
1591,MUNI-ARIMA,11,12
1591,Karlen-pypm,12,12
1592,ICM-agentModel,1,12
1592,IEM_Health-CovidProject,2,12
1592,ITWW-county_repro,3,12
1592,MIMUW-StochSEIR,4,12
1592,MIT_CovidAnalytics-DELPHI,5,12
1592,MOCOS-agent1,6,12
1592,RobertWalraven-ESG,7,12
1592,epiforecasts-EpiExpert,8,12
1592,epiforecasts-EpiNow2,9,12
1592,epiforecasts-EpiExpert_Rt,10,12
1592,epiforecasts-EpiExpert_direct,11,12
1592,MUNI-ARIMA,12,12
1593,ICM-agentModel,1,12
1593,IEM_Health-CovidProject,2,12
1593,ITWW-county_repro,3,12
1593,MIMUW-StochSEIR,4,12
1593,MIT_CovidAnalytics-DELPHI,5,12
1593,MOCOS-agent1,6,12
1593,RobertWalraven-ESG,7,12
1593,epiforecasts-EpiExpert,8,12
1593,epiforecasts-EpiNow2,9,12
1593,epiforecasts-EpiExpert_Rt,10,12
1593,epiforecasts-EpiExpert_direct,11,12
1593,Karlen-pypm,12,12
1594,ICM-agentModel,1,12
1594,IEM_Health-CovidProject,2,12
1594,ITWW-county_repro,3,12
1594,MIMUW-StochSEIR,4,12
1594,MIT_CovidAnalytics-DELPHI,5,12
1594,MOCOS-agent1,6,12
1594,RobertWalraven-ESG,7,12
1594,epiforecasts-EpiExpert,8,12
1594,epiforecasts-EpiNow2,9,12
1594,epiforecasts-EpiExpert_Rt,10,12
1594,MUNI-ARIMA,11,12
1594,Karlen-pypm,12,12
1595,ICM-agentModel,1,12
1595,IEM_Health-CovidProject,2,12
1595,ITWW-county_repro,3,12
1595,MIMUW-StochSEIR,4,12
1595,MIT_CovidAnalytics-DELPHI,5,12
1595,MOCOS-agent1,6,12
1595,RobertWalraven-ESG,7,12
1595,epiforecasts-EpiExpert,8,12
1595,epiforecasts-EpiNow2,9,12
1595,epiforecasts-EpiExpert_direct,10,12
1595,MUNI-ARIMA,11,12
1595,Karlen-pypm,12,12
1596,ICM-agentModel,1,12
1596,IEM_Health-CovidProject,2,12
1596,ITWW-county_repro,3,12
1596,MIMUW-StochSEIR,4,12
1596,MIT_CovidAnalytics-DELPHI,5,12
1596,MOCOS-agent1,6,12
1596,RobertWalraven-ESG,7,12
1596,epiforecasts-EpiExpert,8,12
1596,UMass-MechBayes,9,12
1596,epiforecasts-EpiExpert_Rt,10,12
1596,epiforecasts-EpiExpert_direct,11,12
1596,MUNI-ARIMA,12,12
1597,ICM-agentModel,1,12
1597,IEM_Health-CovidProject,2,12
1597,ITWW-county_repro,3,12
1597,MIMUW-StochSEIR,4,12
1597,MIT_CovidAnalytics-DELPHI,5,12
1597,MOCOS-agent1,6,12
1597,RobertWalraven-ESG,7,12
1597,epiforecasts-EpiExpert,8,12
1597,UMass-MechBayes,9,12
1597,epiforecasts-EpiExpert_Rt,10,12
1597,epiforecasts-EpiExpert_direct,11,12
1597,Karlen-pypm,12,12
1598,ICM-agentModel,1,12
1598,IEM_Health-CovidProject,2,12
1598,ITWW-county_repro,3,12
1598,MIMUW-StochSEIR,4,12
1598,MIT_CovidAnalytics-DELPHI,5,12
1598,MOCOS-agent1,6,12
1598,RobertWalraven-ESG,7,12
1598,epiforecasts-EpiExpert,8,12
1598,UMass-MechBayes,9,12
1598,epiforecasts-EpiExpert_Rt,10,12
1598,MUNI-ARIMA,11,12
1598,Karlen-pypm,12,12
1599,ICM-agentModel,1,12
1599,IEM_Health-CovidProject,2,12
1599,ITWW-county_repro,3,12
1599,MIMUW-StochSEIR,4,12
1599,MIT_CovidAnalytics-DELPHI,5,12
1599,MOCOS-agent1,6,12
1599,RobertWalraven-ESG,7,12
1599,epiforecasts-EpiExpert,8,12
1599,UMass-MechBayes,9,12
1599,epiforecasts-EpiExpert_direct,10,12
1599,MUNI-ARIMA,11,12
1599,Karlen-pypm,12,12
1600,ICM-agentModel,1,12
1600,IEM_Health-CovidProject,2,12
1600,ITWW-county_repro,3,12
1600,MIMUW-StochSEIR,4,12
1600,MIT_CovidAnalytics-DELPHI,5,12
1600,MOCOS-agent1,6,12
1600,RobertWalraven-ESG,7,12
1600,epiforecasts-EpiExpert,8,12
1600,epiforecasts-EpiExpert_Rt,9,12
1600,epiforecasts-EpiExpert_direct,10,12
1600,MUNI-ARIMA,11,12
1600,Karlen-pypm,12,12
1601,ICM-agentModel,1,12
1601,IEM_Health-CovidProject,2,12
1601,ITWW-county_repro,3,12
1601,MIMUW-StochSEIR,4,12
1601,MIT_CovidAnalytics-DELPHI,5,12
1601,MOCOS-agent1,6,12
1601,RobertWalraven-ESG,7,12
1601,epiforecasts-EpiNow2,8,12
1601,UMass-MechBayes,9,12
1601,epiforecasts-EpiExpert_Rt,10,12
1601,epiforecasts-EpiExpert_direct,11,12
1601,MUNI-ARIMA,12,12
1602,ICM-agentModel,1,12
1602,IEM_Health-CovidProject,2,12
1602,ITWW-county_repro,3,12
1602,MIMUW-StochSEIR,4,12
1602,MIT_CovidAnalytics-DELPHI,5,12
1602,MOCOS-agent1,6,12
1602,RobertWalraven-ESG,7,12
1602,epiforecasts-EpiNow2,8,12
1602,UMass-MechBayes,9,12
1602,epiforecasts-EpiExpert_Rt,10,12
1602,epiforecasts-EpiExpert_direct,11,12
1602,Karlen-pypm,12,12
1603,ICM-agentModel,1,12
1603,IEM_Health-CovidProject,2,12
1603,ITWW-county_repro,3,12
1603,MIMUW-StochSEIR,4,12
1603,MIT_CovidAnalytics-DELPHI,5,12
1603,MOCOS-agent1,6,12
1603,RobertWalraven-ESG,7,12
1603,epiforecasts-EpiNow2,8,12
1603,UMass-MechBayes,9,12
1603,epiforecasts-EpiExpert_Rt,10,12
1603,MUNI-ARIMA,11,12
1603,Karlen-pypm,12,12
1604,ICM-agentModel,1,12
1604,IEM_Health-CovidProject,2,12
1604,ITWW-county_repro,3,12
1604,MIMUW-StochSEIR,4,12
1604,MIT_CovidAnalytics-DELPHI,5,12
1604,MOCOS-agent1,6,12
1604,RobertWalraven-ESG,7,12
1604,epiforecasts-EpiNow2,8,12
1604,UMass-MechBayes,9,12
1604,epiforecasts-EpiExpert_direct,10,12
1604,MUNI-ARIMA,11,12
1604,Karlen-pypm,12,12
1605,ICM-agentModel,1,12
1605,IEM_Health-CovidProject,2,12
1605,ITWW-county_repro,3,12
1605,MIMUW-StochSEIR,4,12
1605,MIT_CovidAnalytics-DELPHI,5,12
1605,MOCOS-agent1,6,12
1605,RobertWalraven-ESG,7,12
1605,epiforecasts-EpiNow2,8,12
1605,epiforecasts-EpiExpert_Rt,9,12
1605,epiforecasts-EpiExpert_direct,10,12
1605,MUNI-ARIMA,11,12
1605,Karlen-pypm,12,12
1606,ICM-agentModel,1,12
1606,IEM_Health-CovidProject,2,12
1606,ITWW-county_repro,3,12
1606,MIMUW-StochSEIR,4,12
1606,MIT_CovidAnalytics-DELPHI,5,12
1606,MOCOS-agent1,6,12
1606,RobertWalraven-ESG,7,12
1606,UMass-MechBayes,8,12
1606,epiforecasts-EpiExpert_Rt,9,12
1606,epiforecasts-EpiExpert_direct,10,12
1606,MUNI-ARIMA,11,12
1606,Karlen-pypm,12,12
1607,ICM-agentModel,1,12
1607,IEM_Health-CovidProject,2,12
1607,ITWW-county_repro,3,12
1607,MIMUW-StochSEIR,4,12
1607,MIT_CovidAnalytics-DELPHI,5,12
1607,MOCOS-agent1,6,12
1607,epiforecasts-EpiExpert,7,12
1607,epiforecasts-EpiNow2,8,12
1607,UMass-MechBayes,9,12
1607,epiforecasts-EpiExpert_Rt,10,12
1607,epiforecasts-EpiExpert_direct,11,12
1607,MUNI-ARIMA,12,12
1608,ICM-agentModel,1,12
1608,IEM_Health-CovidProject,2,12
1608,ITWW-county_repro,3,12
1608,MIMUW-StochSEIR,4,12
1608,MIT_CovidAnalytics-DELPHI,5,12
1608,MOCOS-agent1,6,12
1608,epiforecasts-EpiExpert,7,12
1608,epiforecasts-EpiNow2,8,12
1608,UMass-MechBayes,9,12
1608,epiforecasts-EpiExpert_Rt,10,12
1608,epiforecasts-EpiExpert_direct,11,12
1608,Karlen-pypm,12,12
1609,ICM-agentModel,1,12
1609,IEM_Health-CovidProject,2,12
1609,ITWW-county_repro,3,12
1609,MIMUW-StochSEIR,4,12
1609,MIT_CovidAnalytics-DELPHI,5,12
1609,MOCOS-agent1,6,12
1609,epiforecasts-EpiExpert,7,12
1609,epiforecasts-EpiNow2,8,12
1609,UMass-MechBayes,9,12
1609,epiforecasts-EpiExpert_Rt,10,12
1609,MUNI-ARIMA,11,12
1609,Karlen-pypm,12,12
1610,ICM-agentModel,1,12
1610,IEM_Health-CovidProject,2,12
1610,ITWW-county_repro,3,12
1610,MIMUW-StochSEIR,4,12
1610,MIT_CovidAnalytics-DELPHI,5,12
1610,MOCOS-agent1,6,12
1610,epiforecasts-EpiExpert,7,12
1610,epiforecasts-EpiNow2,8,12
1610,UMass-MechBayes,9,12
1610,epiforecasts-EpiExpert_direct,10,12
1610,MUNI-ARIMA,11,12
1610,Karlen-pypm,12,12
1611,ICM-agentModel,1,12
1611,IEM_Health-CovidProject,2,12
1611,ITWW-county_repro,3,12
1611,MIMUW-StochSEIR,4,12
1611,MIT_CovidAnalytics-DELPHI,5,12
1611,MOCOS-agent1,6,12
1611,epiforecasts-EpiExpert,7,12
1611,epiforecasts-EpiNow2,8,12
1611,epiforecasts-EpiExpert_Rt,9,12
1611,epiforecasts-EpiExpert_direct,10,12
1611,MUNI-ARIMA,11,12
1611,Karlen-pypm,12,12
1612,ICM-agentModel,1,12
1612,IEM_Health-CovidProject,2,12
1612,ITWW-county_repro,3,12
1612,MIMUW-StochSEIR,4,12
1612,MIT_CovidAnalytics-DELPHI,5,12
1612,MOCOS-agent1,6,12
1612,epiforecasts-EpiExpert,7,12
1612,UMass-MechBayes,8,12
1612,epiforecasts-EpiExpert_Rt,9,12
1612,epiforecasts-EpiExpert_direct,10,12
1612,MUNI-ARIMA,11,12
1612,Karlen-pypm,12,12
1613,ICM-agentModel,1,12
1613,IEM_Health-CovidProject,2,12
1613,ITWW-county_repro,3,12
1613,MIMUW-StochSEIR,4,12
1613,MIT_CovidAnalytics-DELPHI,5,12
1613,MOCOS-agent1,6,12
1613,epiforecasts-EpiNow2,7,12
1613,UMass-MechBayes,8,12
1613,epiforecasts-EpiExpert_Rt,9,12
1613,epiforecasts-EpiExpert_direct,10,12
1613,MUNI-ARIMA,11,12
1613,Karlen-pypm,12,12
1614,ICM-agentModel,1,12
1614,IEM_Health-CovidProject,2,12
1614,ITWW-county_repro,3,12
1614,MIMUW-StochSEIR,4,12
1614,MIT_CovidAnalytics-DELPHI,5,12
1614,RobertWalraven-ESG,6,12
1614,epiforecasts-EpiExpert,7,12
1614,epiforecasts-EpiNow2,8,12
1614,UMass-MechBayes,9,12
1614,epiforecasts-EpiExpert_Rt,10,12
1614,epiforecasts-EpiExpert_direct,11,12
1614,MUNI-ARIMA,12,12
1615,ICM-agentModel,1,12
1615,IEM_Health-CovidProject,2,12
1615,ITWW-county_repro,3,12
1615,MIMUW-StochSEIR,4,12
1615,MIT_CovidAnalytics-DELPHI,5,12
1615,RobertWalraven-ESG,6,12
1615,epiforecasts-EpiExpert,7,12
1615,epiforecasts-EpiNow2,8,12
1615,UMass-MechBayes,9,12
1615,epiforecasts-EpiExpert_Rt,10,12
1615,epiforecasts-EpiExpert_direct,11,12
1615,Karlen-pypm,12,12
1616,ICM-agentModel,1,12
1616,IEM_Health-CovidProject,2,12
1616,ITWW-county_repro,3,12
1616,MIMUW-StochSEIR,4,12
1616,MIT_CovidAnalytics-DELPHI,5,12
1616,RobertWalraven-ESG,6,12
1616,epiforecasts-EpiExpert,7,12
1616,epiforecasts-EpiNow2,8,12
1616,UMass-MechBayes,9,12
1616,epiforecasts-EpiExpert_Rt,10,12
1616,MUNI-ARIMA,11,12
1616,Karlen-pypm,12,12
1617,ICM-agentModel,1,12
1617,IEM_Health-CovidProject,2,12
1617,ITWW-county_repro,3,12
1617,MIMUW-StochSEIR,4,12
1617,MIT_CovidAnalytics-DELPHI,5,12
1617,RobertWalraven-ESG,6,12
1617,epiforecasts-EpiExpert,7,12
1617,epiforecasts-EpiNow2,8,12
1617,UMass-MechBayes,9,12
1617,epiforecasts-EpiExpert_direct,10,12
1617,MUNI-ARIMA,11,12
1617,Karlen-pypm,12,12
1618,ICM-agentModel,1,12
1618,IEM_Health-CovidProject,2,12
1618,ITWW-county_repro,3,12
1618,MIMUW-StochSEIR,4,12
1618,MIT_CovidAnalytics-DELPHI,5,12
1618,RobertWalraven-ESG,6,12
1618,epiforecasts-EpiExpert,7,12
1618,epiforecasts-EpiNow2,8,12
1618,epiforecasts-EpiExpert_Rt,9,12
1618,epiforecasts-EpiExpert_direct,10,12
1618,MUNI-ARIMA,11,12
1618,Karlen-pypm,12,12
1619,ICM-agentModel,1,12
1619,IEM_Health-CovidProject,2,12
1619,ITWW-county_repro,3,12
1619,MIMUW-StochSEIR,4,12
1619,MIT_CovidAnalytics-DELPHI,5,12
1619,RobertWalraven-ESG,6,12
1619,epiforecasts-EpiExpert,7,12
1619,UMass-MechBayes,8,12
1619,epiforecasts-EpiExpert_Rt,9,12
1619,epiforecasts-EpiExpert_direct,10,12
1619,MUNI-ARIMA,11,12
1619,Karlen-pypm,12,12
1620,ICM-agentModel,1,12
1620,IEM_Health-CovidProject,2,12
1620,ITWW-county_repro,3,12
1620,MIMUW-StochSEIR,4,12
1620,MIT_CovidAnalytics-DELPHI,5,12
1620,RobertWalraven-ESG,6,12
1620,epiforecasts-EpiNow2,7,12
1620,UMass-MechBayes,8,12
1620,epiforecasts-EpiExpert_Rt,9,12
1620,epiforecasts-EpiExpert_direct,10,12
1620,MUNI-ARIMA,11,12
1620,Karlen-pypm,12,12
1621,ICM-agentModel,1,12
1621,IEM_Health-CovidProject,2,12
1621,ITWW-county_repro,3,12
1621,MIMUW-StochSEIR,4,12
1621,MIT_CovidAnalytics-DELPHI,5,12
1621,epiforecasts-EpiExpert,6,12
1621,epiforecasts-EpiNow2,7,12
1621,UMass-MechBayes,8,12
1621,epiforecasts-EpiExpert_Rt,9,12
1621,epiforecasts-EpiExpert_direct,10,12
1621,MUNI-ARIMA,11,12
1621,Karlen-pypm,12,12
1622,ICM-agentModel,1,12
1622,IEM_Health-CovidProject,2,12
1622,ITWW-county_repro,3,12
1622,MIMUW-StochSEIR,4,12
1622,MOCOS-agent1,5,12
1622,RobertWalraven-ESG,6,12
1622,epiforecasts-EpiExpert,7,12
1622,epiforecasts-EpiNow2,8,12
1622,UMass-MechBayes,9,12
1622,epiforecasts-EpiExpert_Rt,10,12
1622,epiforecasts-EpiExpert_direct,11,12
1622,MUNI-ARIMA,12,12
1623,ICM-agentModel,1,12
1623,IEM_Health-CovidProject,2,12
1623,ITWW-county_repro,3,12
1623,MIMUW-StochSEIR,4,12
1623,MOCOS-agent1,5,12
1623,RobertWalraven-ESG,6,12
1623,epiforecasts-EpiExpert,7,12
1623,epiforecasts-EpiNow2,8,12
1623,UMass-MechBayes,9,12
1623,epiforecasts-EpiExpert_Rt,10,12
1623,epiforecasts-EpiExpert_direct,11,12
1623,Karlen-pypm,12,12
1624,ICM-agentModel,1,12
1624,IEM_Health-CovidProject,2,12
1624,ITWW-county_repro,3,12
1624,MIMUW-StochSEIR,4,12
1624,MOCOS-agent1,5,12
1624,RobertWalraven-ESG,6,12
1624,epiforecasts-EpiExpert,7,12
1624,epiforecasts-EpiNow2,8,12
1624,UMass-MechBayes,9,12
1624,epiforecasts-EpiExpert_Rt,10,12
1624,MUNI-ARIMA,11,12
1624,Karlen-pypm,12,12
1625,ICM-agentModel,1,12
1625,IEM_Health-CovidProject,2,12
1625,ITWW-county_repro,3,12
1625,MIMUW-StochSEIR,4,12
1625,MOCOS-agent1,5,12
1625,RobertWalraven-ESG,6,12
1625,epiforecasts-EpiExpert,7,12
1625,epiforecasts-EpiNow2,8,12
1625,UMass-MechBayes,9,12
1625,epiforecasts-EpiExpert_direct,10,12
1625,MUNI-ARIMA,11,12
1625,Karlen-pypm,12,12
1626,ICM-agentModel,1,12
1626,IEM_Health-CovidProject,2,12
1626,ITWW-county_repro,3,12
1626,MIMUW-StochSEIR,4,12
1626,MOCOS-agent1,5,12
1626,RobertWalraven-ESG,6,12
1626,epiforecasts-EpiExpert,7,12
